,aircraft_id,seat_id,travelclass_id
268,A2,S14,B
269,A2,S15,B
270,A2,S16,B
271,A2,S17,B
272,A2,S18,B
273,A2,S19,B
274,A2,S20,B
275,A2,S21,B
276,A2,S22,B
277,A2,S23,B
278,A2,S24,B
279,A2,S25,B
280,A2,S26,B
281,A2,S27,B
282,A2,S28,B
283,A2,S29,B
284,A2,S30,B
285,A2,S31,B
286,A2,S32,B
287,A2,S33,B
288,A2,S34,E
289,A2,S35,E
290,A2,S36,E
291,A2,S37,E
292,A2,S38,E
293,A2,S39,E
294,A2,S40,E
295,A2,S41,E
296,A2,S42,E
297,A2,S43,E
298,A2,S44,E
299,A2,S45,E
300,A2,S46,E
301,A2,S47,E
302,A2,S48,E
303,A2,S49,E
304,A2,S50,E
305,A2,S51,E
306,A2,S52,E
307,A2,S53,E
308,A2,S54,E
309,A2,S55,E
310,A2,S56,E
311,A2,S57,E
312,A2,S58,E
313,A2,S59,E
314,A2,S60,E
315,A2,S61,E
316,A2,S62,E
317,A2,S63,E
318,A2,S64,E
319,A2,S65,E
320,A2,S66,E
321,A2,S67,E
322,A2,S68,E
323,A2,S69,E
324,A2,S70,E
325,A2,S71,E
326,A2,S72,E
327,A2,S73,E
328,A2,S74,E
329,A2,S75,E
330,A2,S76,E
331,A2,S77,E
332,A2,S78,E
333,A2,S79,E
334,A2,S80,E
335,A2,S81,E
336,A2,S82,E
337,A2,S83,E
338,A2,S84,E
339,A2,S85,E
340,A2,S86,E
341,A2,S87,E
342,A2,S88,E
343,A2,S89,E
344,A2,S90,E
345,A2,S91,E
346,A2,S92,E
347,A2,S93,E
348,A2,S94,E
349,A2,S95,E
350,A2,S96,E
351,A2,S97,E
352,A2,S98,E
353,A2,S99,E
354,A2,S100,E
355,A2,S101,E
356,A2,S102,E
357,A2,S103,E
358,A2,S104,E
359,A2,S105,E
360,A2,S106,E
361,A2,S107,E
362,A2,S108,E
363,A2,S109,E
364,A2,S110,E
365,A2,S111,E
366,A2,S112,E
367,A2,S113,E
368,A2,S114,E
369,A2,S115,E
370,A2,S116,E
371,A2,S117,E
372,A2,S118,E
373,A2,S119,E
374,A2,S120,E
375,A2,S121,E
376,A2,S122,E
377,A2,S123,E
378,A2,S124,E
379,A2,S125,E
380,A2,S126,E
381,A2,S127,E
382,A2,S128,E
383,A2,S129,E
384,A2,S130,E
385,A2,S131,E
386,A2,S132,E
387,A2,S133,E
388,A2,S134,E
389,A2,S135,E
390,A2,S136,E
391,A2,S137,E
392,A2,S138,E
393,A2,S139,E
394,A2,S140,E
395,A2,S141,E
396,A2,S142,E
397,A2,S143,E
398,A2,S144,E
399,A2,S145,E
400,A2,S146,E
401,A2,S147,E
402,A2,S148,E
403,A2,S149,E
404,A2,S150,E
405,A2,S151,E
406,A2,S152,E
407,A2,S153,E
408,A2,S154,E
409,A2,S155,E
410,A2,S156,E
411,A2,S157,E
412,A2,S158,E
413,A2,S159,E
414,A2,S160,E
415,A2,S161,E
416,A2,S162,E
417,A2,S163,E
418,A2,S164,E
419,A2,S165,E
420,A2,S166,E
421,A2,S167,E
422,A2,S168,E
423,A2,S169,E
424,A2,S170,E
425,A2,S171,E
426,A2,S172,E
427,A3,S1,B
428,A3,S2,B
429,A3,S3,B
430,A3,S4,B
431,A3,S5,B
432,A3,S6,B
433,A3,S7,B
434,A3,S8,B
435,A3,S9,B
436,A3,S10,B
437,A3,S11,B
438,A3,S12,B
439,A3,S13,B
440,A3,S14,B
441,A3,S15,B
442,A3,S16,B
443,A3,S17,B
444,A3,S18,B
445,A3,S19,B
446,A3,S20,B
447,A3,S21,B
448,A3,S22,B
449,A3,S23,B
450,A3,S24,B
451,A3,S25,B
452,A3,S26,B
453,A3,S27,B
454,A3,S28,B
455,A3,S29,B
456,A3,S30,B
457,A3,S31,B
458,A3,S32,B
459,A3,S33,B
460,A3,S34,B
461,A3,S35,E
462,A3,S36,E
463,A3,S37,E
464,A3,S38,E
465,A3,S39,E
466,A3,S40,E
467,A3,S41,E
468,A3,S42,E
469,A3,S43,E
470,A3,S44,E
471,A3,S45,E
472,A3,S46,E
473,A3,S47,E
474,A3,S48,E
475,A3,S49,E
476,A3,S50,E
477,A3,S51,E
478,A3,S52,E
479,A3,S53,E
480,A3,S54,E
481,A3,S55,E
482,A3,S56,E
483,A3,S57,E
484,A3,S58,E
485,A3,S59,E
486,A3,S60,E
487,A3,S61,E
488,A3,S62,E
489,A3,S63,E
490,A3,S64,E
491,A3,S65,E
492,A3,S66,E
493,A3,S67,E
494,A3,S68,E
495,A3,S69,E
496,A3,S70,E
497,A3,S71,E
498,A3,S72,E
499,A3,S73,E
500,A3,S74,E
501,A3,S75,E
502,A3,S76,E
503,A3,S77,E
504,A3,S78,E
505,A3,S79,E
506,A3,S80,E
507,A3,S81,E
508,A3,S82,E
509,A3,S83,E
510,A3,S84,E
511,A3,S85,E
512,A3,S86,E
513,A3,S87,E
514,A3,S88,E
515,A3,S89,E
516,A3,S90,E
517,A3,S91,E
518,A3,S92,E
519,A3,S93,E
520,A3,S94,E
521,A3,S95,E
522,A3,S96,E
523,A3,S97,E
524,A3,S98,E
525,A3,S99,E
526,A3,S100,E
527,A3,S101,E
528,A3,S102,E
529,A3,S103,E
530,A3,S104,E
531,A3,S105,E
532,A3,S106,E
533,A3,S107,E
534,A3,S108,E
535,A3,S109,E
536,A3,S110,E
537,A3,S111,E
538,A3,S112,E
539,A3,S113,E
540,A3,S114,E
541,A3,S115,E
542,A3,S116,E
543,A3,S117,E
544,A3,S118,E
545,A3,S119,E
546,A3,S120,E
547,A3,S121,E
548,A3,S122,E
549,A3,S123,E
550,A3,S124,E
551,A3,S125,E
552,A3,S126,E
553,A3,S127,E
554,A3,S128,E
555,A3,S129,E
556,A3,S130,E
557,A3,S131,E
558,A3,S132,E
559,A3,S133,E
560,A3,S134,E
561,A3,S135,E
562,A3,S136,E
563,A3,S137,E
564,A3,S138,E
565,A3,S139,E
566,A3,S140,E
567,A3,S141,E
568,A3,S142,E
569,A3,S143,E
570,A3,S144,E
571,A3,S145,E
572,A3,S146,E
573,A3,S147,E
574,A3,S148,E
575,A3,S149,E
576,A3,S150,E
577,A3,S151,E
578,A3,S152,E
579,A3,S153,E
580,A3,S154,E
581,A3,S155,E
582,A3,S156,E
583,A3,S157,E
584,A3,S158,E
585,A3,S159,E
586,A3,S160,E
587,A3,S161,E
588,A3,S162,E
589,A3,S163,E
590,A3,S164,E
591,A3,S165,E
592,A3,S166,E
593,A3,S167,E
594,A3,S168,E
595,A3,S169,E
596,A3,S170,E
597,A3,S171,E
598,A3,S172,E
599,A3,S173,E
600,A3,S174,E
601,A3,S175,E
602,A3,S176,E
603,A3,S177,E
604,A3,S178,E
605,A4,S1,B
606,A4,S2,B
607,A4,S3,B
608,A4,S4,B
609,A4,S5,B
610,A4,S6,B
611,A4,S7,B
612,A4,S8,B
613,A4,S9,B
614,A4,S10,B
615,A4,S11,B
616,A4,S12,B
617,A4,S13,B
618,A4,S14,B
619,A4,S15,B
620,A4,S16,B
621,A4,S17,B
622,A4,S18,B
623,A4,S19,B
624,A4,S20,B
625,A4,S21,B
626,A4,S22,B
627,A4,S23,B
628,A4,S24,B
629,A4,S25,B
630,A4,S26,B
631,A4,S27,B
632,A4,S28,B
633,A4,S29,E
634,A4,S30,E
635,A4,S31,E
636,A4,S32,E
637,A4,S33,E
638,A4,S34,E
639,A4,S35,E
640,A4,S36,E
641,A4,S37,E
642,A4,S38,E
643,A4,S39,E
644,A4,S40,E
645,A4,S41,E
646,A4,S42,E
647,A4,S43,E
648,A4,S44,E
649,A4,S45,E
650,A4,S46,E
651,A4,S47,E
652,A4,S48,E
653,A4,S49,E
654,A4,S50,E
655,A4,S51,E
656,A4,S52,E
657,A4,S53,E
658,A4,S54,E
659,A4,S55,E
660,A4,S56,E
661,A4,S57,E
662,A4,S58,E
663,A4,S59,E
664,A4,S60,E
665,A4,S61,E
666,A4,S62,E
667,A4,S63,E
668,A4,S64,E
669,A4,S65,E
670,A4,S66,E
671,A4,S67,E
672,A4,S68,E
673,A4,S69,E
674,A4,S70,E
675,A4,S71,E
676,A4,S72,E
677,A4,S73,E
678,A4,S74,E
679,A4,S75,E
680,A4,S76,E
681,A4,S77,E
682,A4,S78,E
683,A4,S79,E
684,A4,S80,E
685,A4,S81,E
686,A4,S82,E
687,A4,S83,E
688,A4,S84,E
689,A4,S85,E
690,A4,S86,E
691,A4,S87,E
692,A4,S88,E
693,A4,S89,E
694,A4,S90,E
695,A4,S91,E
696,A4,S92,E
697,A4,S93,E
698,A4,S94,E
699,A4,S95,E
700,A4,S96,E
701,A4,S97,E
702,A4,S98,E
703,A4,S99,E
704,A4,S100,E
705,A4,S101,E
706,A4,S102,E
707,A4,S103,E
708,A4,S104,E
709,A4,S105,E
710,A4,S106,E
711,A4,S107,E
712,A4,S108,E
713,A4,S109,E
714,A4,S110,E
715,A4,S111,E
716,A4,S112,E
717,A4,S113,E
718,A4,S114,E
719,A4,S115,E
720,A4,S116,E
721,A4,S117,E
722,A4,S118,E
723,A4,S119,E
724,A4,S120,E
725,A4,S121,E
726,A4,S122,E
727,A4,S123,E
728,A4,S124,E
729,A4,S125,E
730,A4,S126,E
731,A4,S127,E
732,A4,S128,E
733,A4,S129,E
734,A4,S130,E
735,A4,S131,E
736,A4,S132,E
737,A4,S133,E
738,A4,S134,E
739,A4,S135,E
740,A4,S136,E
741,A4,S137,E
742,A4,S138,E
743,A4,S139,E
744,A4,S140,E
745,A4,S141,E
746,A4,S142,E
747,A4,S143,E
748,A4,S144,E
749,A4,S145,E
750,A4,S146,E
751,A4,S147,E
752,A4,S148,E
753,A4,S149,E
754,A5,S1,B
755,A5,S2,B
756,A5,S3,B
757,A5,S4,B
758,A5,S5,B
759,A5,S6,B
760,A5,S7,B
761,A5,S8,B
762,A5,S9,B
763,A5,S10,B
764,A5,S11,B
765,A5,S12,B
766,A5,S13,B
767,A5,S14,B
768,A5,S15,B
769,A5,S16,B
770,A5,S17,B
771,A5,S18,B
772,A5,S19,B
773,A5,S20,B
774,A5,S21,B
775,A5,S22,B
776,A5,S23,B
777,A5,S24,B
778,A5,S25,B
779,A5,S26,B
780,A5,S27,B
781,A5,S28,B
782,A5,S29,E
783,A5,S30,E
784,A5,S31,E
785,A5,S32,E
786,A5,S33,E
787,A5,S34,E
788,A5,S35,E
789,A5,S36,E
790,A5,S37,E
791,A5,S38,E
792,A5,S39,E
793,A5,S40,E
794,A5,S41,E
795,A5,S42,E
796,A5,S43,E
797,A5,S44,E
798,A5,S45,E
799,A5,S46,E
800,A5,S47,E
801,A5,S48,E
802,A5,S49,E
803,A5,S50,E
804,A5,S51,E
805,A5,S52,E
806,A5,S53,E
807,A5,S54,E
808,A5,S55,E
809,A5,S56,E
810,A5,S57,E
811,A5,S58,E
812,A5,S59,E
813,A5,S60,E
814,A5,S61,E
815,A5,S62,E
816,A5,S63,E
817,A5,S64,E
818,A5,S65,E
819,A5,S66,E
820,A5,S67,E
821,A5,S68,E
822,A5,S69,E
823,A5,S70,E
824,A5,S71,E
825,A5,S72,E
826,A5,S73,E
827,A5,S74,E
828,A5,S75,E
829,A5,S76,E
830,A5,S77,E
831,A5,S78,E
832,A5,S79,E
833,A5,S80,E
834,A5,S81,E
835,A5,S82,E
836,A5,S83,E
837,A5,S84,E
838,A5,S85,E
839,A5,S86,E
840,A5,S87,E
841,A5,S88,E
842,A5,S89,E
843,A5,S90,E
844,A5,S91,E
845,A5,S92,E
846,A5,S93,E
847,A5,S94,E
848,A5,S95,E
849,A5,S96,E
850,A5,S97,E
851,A5,S98,E
852,A5,S99,E
853,A5,S100,E
854,A5,S101,E
855,A5,S102,E
856,A5,S103,E
857,A5,S104,E
858,A5,S105,E
859,A5,S106,E
860,A5,S107,E
861,A5,S108,E
862,A5,S109,E
863,A5,S110,E
864,A5,S111,E
865,A5,S112,E
866,A5,S113,E
867,A5,S114,E
868,A5,S115,E
869,A5,S116,E
870,A5,S117,E
871,A5,S118,E
872,A5,S119,E
873,A5,S120,E
874,A5,S121,E
875,A5,S122,E
876,A5,S123,E
877,A5,S124,E
878,A5,S125,E
879,A5,S126,E
880,A5,S127,E
881,A5,S128,E
882,A5,S129,E
883,A5,S130,E
884,A5,S131,E
885,A5,S132,E
886,A5,S133,E
887,A5,S134,E
888,A5,S135,E
889,A5,S136,E
890,A5,S137,E
891,A5,S138,E
892,A5,S139,E
893,A5,S140,E
894,A5,S141,E
895,A5,S142,E
896,A5,S143,E
897,A5,S144,E
898,A5,S145,E
899,A5,S146,E
900,A5,S147,E
901,A5,S148,E
902,A5,S149,E
903,A6,S1,B
904,A6,S2,B
905,A6,S3,B
906,A6,S4,B
907,A6,S5,B
908,A6,S6,B
909,A6,S7,B
910,A6,S8,B
911,A6,S9,B
912,A6,S10,B
913,A6,S11,B
914,A6,S12,B
915,A6,S13,B
916,A6,S14,B
917,A6,S15,B
918,A6,S16,B
919,A6,S17,B
920,A6,S18,B
921,A6,S19,B
922,A6,S20,B
923,A6,S21,B
924,A6,S22,B
925,A6,S23,B
926,A6,S24,B
927,A6,S25,B
928,A6,S26,B
929,A6,S27,B
930,A6,S28,B
931,A6,S29,B
932,A6,S30,B
933,A6,S31,B
934,A6,S32,B
935,A6,S33,B
936,A6,S34,B
937,A6,S35,B
938,A6,S36,B
939,A6,S37,B
940,A6,S38,B
941,A6,S39,B
942,A6,S40,B
943,A6,S41,B
944,A6,S42,B
945,A6,S43,B
946,A6,S44,B
947,A6,S45,B
948,A6,S46,B
949,A6,S47,B
950,A6,S48,B
951,A6,S49,B
952,A6,S50,B
953,A6,S51,B
954,A6,S52,B
955,A6,S53,B
956,A6,S54,B
957,A6,S55,B
958,A6,S56,B
959,A6,S57,B
960,A6,S58,B
961,A6,S59,B
962,A6,S60,B
963,A6,S61,B
964,A6,S62,B
965,A6,S63,B
966,A6,S64,B
967,A6,S65,B
968,A6,S66,B
969,A6,S67,B
970,A6,S68,B
971,A6,S69,B
972,A6,S70,B
973,A6,S71,B
974,A6,S72,B
975,A6,S73,B
976,A6,S74,B
977,A6,S75,B
978,A6,S76,B
979,A6,S77,B
980,A6,S78,B
981,A6,S79,B
982,A6,S80,B
983,A6,S81,B
984,A6,S82,B
985,A6,S83,B
986,A6,S84,B
987,A6,S85,B
988,A6,S86,B
989,A6,S87,B
990,A6,S88,B
991,A6,S89,B
992,A6,S90,E
993,A6,S91,E
994,A6,S92,E
995,A6,S93,E
996,A6,S94,E
997,A6,S95,E
998,A6,S96,E
999,A6,S97,E
1000,A6,S98,E
1001,A6,S99,E
1002,A6,S100,E
1003,A6,S101,E
1004,A6,S102,E
1005,A6,S103,E
1006,A6,S104,E
1007,A6,S105,E
1008,A6,S106,E
1009,A6,S107,E
1010,A6,S108,E
1011,A6,S109,E
1012,A6,S110,E
1013,A6,S111,E
1014,A6,S112,E
1015,A6,S113,E
1016,A6,S114,E
1017,A6,S115,E
1018,A6,S116,E
1019,A6,S117,E
1020,A6,S118,E
1021,A6,S119,E
1022,A6,S120,E
1023,A6,S121,E
1024,A6,S122,E
1025,A6,S123,E
1026,A6,S124,E
1027,A6,S125,E
1028,A6,S126,E
1029,A6,S127,E
1030,A6,S128,E
1031,A6,S129,E
1032,A6,S130,E
1033,A6,S131,E
1034,A6,S132,E
1035,A6,S133,E
1036,A6,S134,E
1037,A6,S135,E
1038,A6,S136,E
1039,A6,S137,E
1040,A6,S138,E
1041,A6,S139,E
1042,A6,S140,E
1043,A6,S141,E
1044,A6,S142,E
1045,A6,S143,E
1046,A6,S144,E
1047,A6,S145,E
1048,A6,S146,E
1049,A6,S147,E
1050,A6,S148,E
1051,A6,S149,E
1052,A6,S150,E
1053,A6,S151,E
1054,A6,S152,E
1055,A6,S153,E
1056,A6,S154,E
1057,A6,S155,E
1058,A6,S156,E
1059,A6,S157,E
1060,A6,S158,E
1061,A6,S159,E
1062,A6,S160,E
1063,A6,S161,E
1064,A6,S162,E
1065,A6,S163,E
1066,A6,S164,E
1067,A6,S165,E
1068,A6,S166,E
1069,A6,S167,E
1070,A6,S168,E
1071,A6,S169,E
1072,A6,S170,E
1073,A6,S171,E
1074,A6,S172,E
1075,A6,S173,E
1076,A6,S174,E
1077,A6,S175,E
1078,A6,S176,E
1079,A6,S177,E
1080,A6,S178,E
1081,A6,S179,E
1082,A6,S180,E
1083,A6,S181,E
1084,A6,S182,E
1085,A6,S183,E
1086,A6,S184,E
1087,A6,S185,E
1088,A6,S186,E
1089,A6,S187,E
1090,A6,S188,E
1091,A6,S189,E
1092,A6,S190,E
1093,A6,S191,E
1094,A6,S192,E
1095,A6,S193,E
1096,A6,S194,E
1097,A6,S195,E
1098,A6,S196,E
1099,A6,S197,E
1100,A6,S198,E
1101,A6,S199,E
1102,A6,S200,E
1103,A6,S201,E
1104,A6,S202,E
1105,A6,S203,E
1106,A6,S204,E
1107,A6,S205,E
1108,A6,S206,E
1109,A6,S207,E
1110,A6,S208,E
1111,A6,S209,E
1112,A6,S210,E
1113,A6,S211,E
1114,A6,S212,E
1115,A6,S213,E
1116,A6,S214,E
1117,A6,S215,E
1118,A6,S216,E
1119,A6,S217,E
1120,A6,S218,E
1121,A6,S219,E
1122,A6,S220,E
1123,A6,S221,E
1124,A6,S222,E
1125,A6,S223,E
1126,A6,S224,E
1127,A6,S225,E
1128,A6,S226,E
1129,A6,S227,E
1130,A6,S228,E
1131,A6,S229,E
1132,A6,S230,E
1133,A6,S231,E
1134,A6,S232,E
1135,A6,S233,E
1136,A6,S234,E
1137,A6,S235,E
1138,A6,S236,E
1139,A6,S237,E
1140,A6,S238,E
1141,A6,S239,E
1142,A6,S240,E
1143,A6,S241,E
1144,A6,S242,E
1145,A6,S243,E
1146,A6,S244,E
1147,A6,S245,E
1148,A6,S246,E
1149,A6,S247,E
1150,A6,S248,E
1151,A6,S249,E
1152,A6,S250,E
1153,A6,S251,E
1154,A6,S252,E
1155,A6,S253,E
1156,A6,S254,E
1157,A6,S255,E
1158,A6,S256,E
1159,A6,S257,E
1160,A6,S258,E
1161,A6,S259,E
1162,A6,S260,E
1163,A6,S261,E
1164,A6,S262,E
1165,A6,S263,E
1166,A6,S264,E
1167,A6,S265,E
1168,A6,S266,E
1169,A6,S267,E
1170,A6,S268,E
1171,A6,S269,E
1172,A6,S270,E
1173,A6,S271,E
1174,A6,S272,E
1175,A6,S273,E
1176,A6,S274,E
1177,A6,S275,E
1178,A6,S276,E
1179,A6,S277,E
1180,A6,S278,E
1181,A6,S279,E
1182,A6,S280,E
1183,A6,S281,E
1184,A6,S282,E
1185,A6,S283,E
1186,A6,S284,E
1187,A6,S285,E
1188,A6,S286,E
1189,A6,S287,E
1190,A6,S288,E
1191,A6,S289,E
1192,A6,S290,E
1193,A6,S291,E
1194,A6,S292,E
1195,A6,S293,E
1196,A6,S294,E
1197,A6,S295,E
1198,A6,S296,E
1199,A6,S297,E
1200,A6,S298,E
1201,A6,S299,E
1202,A6,S300,E
1203,A6,S301,E
1204,A6,S302,E
1205,A6,S303,E
1206,A6,S304,E
1207,A6,S305,E
1208,A6,S306,E
1209,A6,S307,E
1210,A6,S308,E
1211,A6,S309,E
1212,A6,S310,E
1213,A6,S311,E
1214,A6,S312,E
1215,A6,S313,E
1216,A6,S314,E
1217,A6,S315,E
1218,A6,S316,E
1219,A6,S317,E
1220,A6,S318,E
1221,A6,S319,E
1222,A6,S320,E
1223,A6,S321,E
1224,A6,S322,E
1225,A6,S323,E
1226,A6,S324,E
1227,A6,S325,E
1228,A6,S326,E
1229,A6,S327,E
1230,A6,S328,E
1231,A6,S329,E
1232,A6,S330,E
1233,A6,S331,E
1234,A6,S332,E
1235,A6,S333,E
1236,A6,S334,E
1237,A6,S335,E
1238,A6,S336,E
1239,A6,S337,E
1240,A6,S338,E
1241,A6,S339,E
1242,A6,S340,E
1243,A6,S341,E
1244,A6,S342,E
1245,A6,S343,E
1246,A6,S344,E
1247,A6,S345,E
1248,A6,S346,E
1249,A6,S347,E
1250,A6,S348,E
1251,A6,S349,E
1252,A6,S350,E
1253,A6,S351,E
1254,A6,S352,E
1255,A6,S353,E
1256,A6,S354,E
1257,A6,S355,E
1258,A6,S356,E
1259,A6,S357,E
1260,A6,S358,E
1261,A6,S359,E
1262,A6,S360,E
1263,A6,S361,E
1264,A6,S362,E
1265,A6,S363,E
1266,A6,S364,E
1267,A6,S365,E
1268,A6,S366,E
1269,A6,S367,E
1270,A6,S368,E
1271,A6,S369,E
1272,A6,S370,E
1273,A6,S371,E
1274,A6,S372,E
1275,A6,S373,E
1276,A6,S374,E
1277,A6,S375,E
1278,A6,S376,E
1279,A6,S377,E
1280,A6,S378,E
1281,A6,S379,E
1282,A6,S380,E
1283,A6,S381,E
1284,A6,S382,E
1285,A6,S383,E
1286,A6,S384,E
1287,A6,S385,E
1288,A6,S386,E
1289,A6,S387,E
1290,A6,S388,E
1291,A6,S389,E
1292,A6,S390,E
1293,A6,S391,E
1294,A6,S392,E
1295,A6,S393,E
1296,A6,S394,E
1297,A6,S395,E
1298,A6,S396,E
1299,A6,S397,E
1300,A6,S398,E
1301,A6,S399,E
1302,A6,S400,E
1303,A6,S401,E
1304,A6,S402,E
1305,A6,S403,E
1306,A6,S404,E
1307,A6,S405,E
1308,A6,S406,E
1309,A6,S407,E
1310,A6,S408,E
1311,A6,S409,E
1312,A6,S410,E
1313,A6,S411,E
1314,A6,S412,E
1315,A6,S413,E
1316,A6,S414,E
1317,A6,S415,E
1318,A6,S416,E
1319,A6,S417,E
1320,A6,S418,E
1321,A6,S419,E
1322,A6,S420,E
1323,A6,S421,E
1324,A6,S422,E
1325,A6,S423,E
1326,A6,S424,E
1327,A6,S425,E
1328,A6,S426,E
1329,A6,S427,E
1330,A6,S428,E
1331,A6,S429,E
1332,A6,S430,E
1333,A6,S431,E
1334,A6,S432,E
1335,A6,S433,E
1336,A6,S434,E
1337,A6,S435,E
1338,A6,S436,E
1339,A6,S437,E
1340,A6,S438,E
1341,A6,S439,E
1342,A6,S440,E
1343,A6,S441,E
1344,A6,S442,E
1345,A6,S443,E
1346,A6,S444,E
1347,A6,S445,E
1348,A6,S446,E
1349,A6,S447,E
1350,A6,S448,E
1351,A6,S449,E
1352,A6,S450,E
1353,A7,S1,B
1354,A7,S2,B
1355,A7,S3,B
1356,A7,S4,B
1357,A7,S5,B
1358,A7,S6,B
1359,A7,S7,B
