,org_airport,dest_airport,distance
211,AUS,JFK,31.2
212,TPA,BOS,29.76172038038124
213,JAX,JFK,20.489997559785117
214,DCA,BOS,14.422205101855956
215,JFK,ATL,20.86144769664848
216,LGA,DTW,16.316862443496913
217,RNO,SLC,16.1245154965971
218,BOS,MSP,26.508866441249427
219,LGA,ATL,20.86144769664848
220,ORD,ATL,17.08800749063506
221,ANC,MSP,52.671149598238316
222,ATW,ATL,18.727519857151403
223,PHX,ATL,33.6
224,PNS,ATL,8.48528137423857
225,MCO,SLC,38.77318661136842
226,ONT,DFW,24.119701490690137
227,DCA,MIA,21.346662502602136
228,RIC,ATL,16.1245154965971
229,LAX,ATL,40.8
230,BOS,ATL,25.298221281347036
231,LAS,DTW,39.06916943063929
232,OKC,ATL,21.04471430074545
233,MCO,MSP,24.0
234,MEM,ATL,10.770329614269007
235,TUL,ATL,18.24280680158621
236,BWI,DTW,15.231546211727817
237,BOS,PHL,10.0
238,MCO,LGA,23.075528162969533
239,FLL,JFK,25.043961347997648
240,BOS,DCA,14.422205101855956
241,TYS,DFW,22.908513701242168
242,MHT,ORD,25.649951267010238
243,SAV,EWR,17.00823330037544
244,MEM,EWR,25.298221281347036
245,CLT,ORD,18.439088914585774
246,TYS,IAD,13.416407864998739
247,GRB,ORD,6.324555320336759
248,ABE,DTW,16.492422502470642
249,JAN,ATL,12.165525060596439
250,OAJ,ATL,14.142135623730951
251,FAR,ORD,16.473008225579203
252,JAN,ORD,18.973665961010276
253,ERI,ORD,14.142135623730951
254,ATW,ORD,6.324555320336759
255,LEX,ORD,8.48528137423857
256,CWA,ORD,7.211102550927978
257,MSO,DEN,19.530488985173925
258,ORD,MIA,27.94279871451677
259,CLE,FLL,24.053274205396654
260,IAH,SFO,33.79230681678894
261,TTN,ATL,19.530488985173925
262,ATL,TTN,19.530488985173925
263,MAF,DFW,10.198039027185569
264,AMA,DFW,10.0
265,CLL,DFW,6.708203932499369
266,HOU,DFW,7.211102550927978
267,DFW,BTR,12.649110640673518
268,JLN,DFW,11.661903789690601
269,CID,DFW,17.30664612222715
270,MLI,DFW,18.24280680158621
271,GSP,DFW,24.212393520674492
272,RDU,JFK,14.142135623730951
273,CVG,MIA,23.29635164569766
274,MHK,DFW,14.142135623730951
275,MOB,DFW,18.439088914585774
276,TLH,DFW,21.04471430074545
277,PNS,MIA,17.204650534085253
278,BHM,MIA,16.0
279,CVG,DFW,23.62371689637344
280,CAE,DFW,25.649951267010238
281,TXK,DFW,8.246211251235321
282,OAK,LAS,14.142135623730951
283,DFW,OAK,30.594117081556707
284,ACY,RSW,23.62371689637344
285,DTW,LGA,16.316862443496913
286,DFW,FLL,28.844410203711917
287,SMF,LAX,11.661903789690601
288,RAP,DEN,10.198039027185569
289,TUS,SFO,20.8
290,EAU,ORD,10.0
291,DLH,ORD,14.142135623730951
292,FSD,ORD,18.439088914585774
293,AUS,SFO,31.153811965793206
294,FAT,SEA,18.24280680158621
295,ONT,PDX,19.332873557751316
296,INL,BRD,6.708203932499369
297,CMX,ORD,12.165525060596439
298,SMF,SFO,4.242640687119286
299,BOI,LAX,16.316862443496913
300,SPI,ORD,8.485281374238571
301,CLD,LAX,3.0
302,COD,DEN,14.142135623730951
303,FAT,SFO,6.324555320336759
304,CMH,MIA,22.627416997969522
305,LRD,DFW,10.770329614269007
306,PSC,DEN,26.484712571594958
307,CPR,DEN,7.211102550927978
308,ACV,SFO,7.211102550927978
309,DAL,IAH,6.324555320336759
310,PAH,ORD,8.246211251235321
311,PSC,SFO,18.973665961010276
312,CID,ORD,8.0
313,EUG,SFO,14.142135623730951
314,DFW,DEN,19.79898987322333
315,MRY,SFO,4.242640687119286
316,SLC,LAX,19.79898987322333
317,ESC,DTW,10.0
318,MFR,SFO,10.0
319,FAT,DEN,24.47529366524537
320,SFO,EWR,57.712390350773035
321,EWR,SFO,57.712390350773035
322,ISN,DEN,18.110770276274835
323,PSP,SFO,14.422205101855956
324,PSP,DEN,21.466252583997985
325,SAT,IAH,6.0
326,LAX,EWR,53.46400658386911
327,LAX,SFO,11.313708498984761
328,CLE,IAD,10.0
329,CAE,IAD,12.806248474865697
330,PHX,DEN,16.0
331,SMF,IAH,33.01635958127425
332,JFK,SFO,58.91010100144117
333,BOS,PHX,50.37142046835685
334,BOS,CLT,18.24280680158621
335,DTW,MIA,27.62028240261131
336,FLL,EWR,24.37047393876451
337,SAT,STL,19.266551326067674
338,CLE,EWR,14.142135623730951
339,DFW,PHX,24.053274205396654
340,MFE,DFW,12.165525060596439
341,STL,DFW,18.439088914585774
342,MKE,DFW,22.627416997969522
343,SEA,SFO,16.0
344,SEA,LAS,20.86144769664848
345,BTV,JFK,8.0
346,JFK,FLL,25.043961347997648
347,SFO,LGB,11.313708498984761
348,PBI,BOS,29.372095601097314
349,MCO,JFK,23.075528162969533
350,BDL,ATL,23.075528162969533
351,RDU,ATL,12.649110640673518
352,SFO,SLC,18.24280680158621
353,TUS,IAH,24.47529366524537
354,PIA,ATL,17.204650534085253
355,IND,DEN,28.8
356,MCI,DEN,16.0
357,FSM,DFW,8.48528137423857
358,AEX,DFW,10.198039027185569
359,SPS,DFW,4.242640687119286
360,ACT,DFW,3.0
361,SJT,DFW,6.324555320336759
362,JAN,DFW,14.0
363,OKC,LAX,25.314027731674784
364,FAR,DEN,17.00823330037544
365,MTJ,DEN,6.324555320336759
366,RSW,DTW,25.799224794555357
367,GCC,RKS,10.0
368,MSY,EWR,31.06638054231616
369,ORD,MCO,22.908513701242168
370,RIC,ORD,17.232527382830412
371,RDM,SFO,14.142135623730951
372,OGG,HNL,4.242640687119286
373,SJC,SLC,16.70449041425688
374,ORD,MBS,7.211102550927978
375,EWR,CLT,15.620499351813308
376,PHX,BWI,43.79589021814718
377,SEA,IAD,55.06941074680207
378,LAS,SFO,14.142135623730951
379,BNA,DFW,18.727519857151403
380,LAX,STL,34.13151036798694
381,OAK,SEA,16.0
382,SEA,LAX,23.29635164569766
383,BOS,IAD,14.422205101855956
384,LAX,JFK,54.64942817633136
385,DCA,FLL,19.790907002964772
386,DTW,BOS,19.200000000000003
387,BNA,LAX,38.56838083197167
388,PHL,ATL,17.30664612222715
389,PHX,MSP,26.34539808012018
390,VPS,IAH,18.110770276274835
391,GUC,DEN,6.708203932499369
392,RIC,MIA,19.790907002964772
393,ORF,MIA,18.727519857151403
394,MOT,DEN,18.973665961010276
395,STL,MIA,26.241951146970763
396,BOS,FLL,29.372095601097314
397,MLU,IAH,8.48528137423857
398,MAF,DEN,16.492422502470642
399,LAX,LAS,8.48528137423857
400,PDX,ORD,42.27339588914048
401,KOA,HNL,6.708203932499369
402,EUG,SLC,20.238577025077632
403,RNO,PHX,18.439088914585774
404,CMH,ATL,12.649110640673518
405,HOU,ATL,18.727519857151403
406,HOU,PHX,27.94279871451677
407,DTW,DFW,27.527440854536408
408,DFW,DCA,25.05673562138532
409,MSP,DFW,20.238577025077632
410,SEA,SNA,23.78570999570961
411,BDL,DCA,11.661903789690601
412,MOB,ATL,10.0
413,SAN,SLC,16.0
414,LAS,SLC,11.313708498984761
415,DCA,DTW,14.422205101855956
416,SMF,SLC,16.316862443496913
417,DEN,DTW,25.45584412271571
418,LGA,MSP,24.475293665245363
419,LAW,DFW,6.708203932499369
420,BRO,DFW,14.0
421,PIB,MEI,4.242640687119286
422,CHS,IAH,24.47529366524537
423,MEM,IAH,16.97056274847714
424,MGM,ATL,6.708203932499369
425,SLC,DEN,14.142135623730951
426,OMA,DEN,18.439088914585774
427,FAR,DFW,22.45707015618912
428,DCA,JFK,8.94427190999916
429,MSN,DFW,21.76235281397671
430,CMH,LGA,18.110770276274835
431,SBP,LAX,8.485281374238571
432,COS,IAH,20.36467529817257
433,OAK,SLC,18.24280680158621
434,LAR,DEN,6.708203932499369
435,SAN,LAX,4.242640687119286
436,BFL,SFO,7.211102550927978
437,DRO,PHX,12.806248474865697
438,MRY,PHX,18.973665961010276
439,FAT,PHX,15.231546211727817
440,MSP,ORD,13.416407864998739
441,DFW,ORD,21.525798475317938
442,BIS,DEN,16.1245154965971
443,ITO,HNL,8.485281374238571
444,PBI,LGA,25.043961347997648
445,SAT,ORD,26.046112953759533
446,FLL,IAH,24.47529366524537
447,BUF,CLT,14.560219778561036
448,SEA,ORD,42.61267417095529
449,CMH,FLL,21.04471430074545
450,LAS,HOU,25.42754412050051
451,PVD,MCO,26.241951146970763
452,SAN,BWI,49.91192242340501
453,SAN,MDW,37.58510343207798
454,SAN,DEN,23.62371689637344
455,SAN,EWR,52.48542654870969
456,SJC,PHX,19.697715603592208
457,SJC,DFW,29.418361613115028
458,DFW,BOS,33.42813186524189
459,SAN,DFW,24.0
460,ONT,SEA,22.285421243494593
461,RDU,MIA,16.316862443496913
462,ROC,ATL,19.530488985173925
463,MCO,ATL,11.661903789690601
464,DCA,MSP,27.3408119850161
465,CAE,IAH,23.29635164569766
466,BTR,ATL,15.231546211727817
467,IAD,MSP,27.3408119850161
468,SAV,DFW,25.6
469,GRI,DFW,16.1245154965971
470,PDX,SAN,22.285421243494593
471,DFW,MSP,20.238577025077632
472,PSP,SLC,17.204650534085253
473,ISN,MSP,17.232527382830412
474,HLN,DEN,19.79898987322333
475,MCO,IAH,22.45707015618912
476,BOS,RIC,15.620499351813308
477,BZN,DEN,18.439088914585774
478,FAT,SLC,17.88854381999832
479,FSD,DEN,17.88854381999832
480,IAH,ORD,23.075528162969533
481,EWR,IAH,28.447847018711272
482,PIT,DTW,7.211102550927978
483,FLL,CLT,18.0
484,MIA,EWR,25.848791074245618
485,MDW,PHX,31.49857139617605
486,LAX,PHL,52.099904030621786
487,IAD,DFW,25.05673562138532
488,LAX,AUS,25.45584412271571
489,CLT,DFW,27.62028240261131
490,PHL,DFW,27.70415131347647
491,DFW,CLT,27.62028240261131
492,ATL,DFW,20.86144769664848
493,RDU,DFW,30.77661449867415
494,FLL,BOS,29.372095601097314
495,RSW,BOS,30.18873962258113
496,MIA,ATL,17.88854381999832
497,BWI,MSP,28.35207223467096
498,MDT,ATL,17.00823330037544
499,EWR,BOS,7.211102550927978
500,SCE,DTW,12.649110640673518
501,LEX,DFW,22.908513701242168
502,VPS,DFW,17.88854381999832
503,BWI,ORD,17.88854381999832
504,SBA,PHX,14.142135623730951
505,SBP,PHX,16.492422502470642
506,PNS,IAH,16.1245154965971
507,COS,DEN,3.0
508,CLE,ORD,12.0
509,LIH,HNL,6.0
510,TWF,SLC,7.211102550927978
511,SAN,ATL,39.61817764612602
512,BDL,ORD,24.0
513,LAX,PHX,12.0
514,EWR,PHX,46.367229807267975
515,PHL,CLT,12.806248474865697
516,AUS,IAH,6.708203932499369
517,RNO,SFO,7.211102550927978
518,SEA,MDW,42.61267417095529
519,HNL,LAX,48.965293831447596
520,CLT,PHL,12.806248474865697
521,JFK,PHX,47.54787061478148
522,SAN,PHX,10.198039027185569
523,ONT,PHX,10.198039027185569
524,MIA,CLT,16.0
525,PBI,ORD,26.484712571594958
526,EWR,DFW,29.22190958852621
527,ANC,OTZ,22.285421243494593
528,SAN,SEA,25.298221281347036
529,SAN,PDX,22.285421243494593
530,JFK,LAX,54.64942817633136
531,LGA,MCO,23.075528162969533
532,JFK,RSW,25.799224794555357
533,BOS,PIT,18.439088914585774
534,SFO,JFK,58.91010100144117
535,MSP,ATL,22.740272645683035
536,AUS,ATL,21.346662502602136
537,COS,ATL,24.738633753705965
538,DTW,ATL,18.110770276274835
539,MSY,LGA,24.298148077579903
540,SEA,ATL,48.596296155159806
541,EWR,ATL,19.530488985173925
542,TPA,ATL,12.649110640673518
543,BPT,DFW,8.48528137423857
544,RIC,IAD,3.0
545,EWR,JAX,19.530488985173925
546,GPT,IAH,12.165525060596439
547,TPA,DEN,30.07191380674
548,RSW,DEN,31.703627552694975
549,CLE,MCO,20.8
550,GPT,DFW,16.492422502470642
551,MGM,DFW,17.6
552,ACY,MYR,14.422205101855956
553,STC,ORD,16.1245154965971
554,SFO,SAN,14.142135623730951
555,MSP,LAX,32.77560068099439
556,BFL,PHX,14.560219778561036
557,TPA,ORD,23.78570999570961
558,ORD,IAD,16.70449041425688
559,JFK,MSY,24.298148077579903
560,MKE,ORD,3.0
561,MIA,ORD,27.94279871451677
562,SEA,PHL,57.21118771708904
563,SAT,ATL,23.29635164569766
564,PDX,MDW,42.27339588914048
565,LAS,PHX,8.48528137423857
566,JAX,DFW,25.799224794555357
567,MSY,DFW,15.231546211727817
568,PIT,DFW,30.0612707648895
569,COS,DFW,18.439088914585774
570,SEA,SAN,25.298221281347036
571,SEA,SLC,20.86144769664848
572,HPN,PBI,26.484712571594958
573,JFK,LAS,50.62805546334957
574,MLB,ATL,12.806248474865697
575,PIT,ATL,16.1245154965971
576,SAN,MSP,32.19937887599697
577,ABE,ATL,18.24280680158621
578,SPI,DFW,17.00823330037544
579,PLN,DTW,6.324555320336759
580,PDX,ONT,19.332873557751316
581,RSW,EWR,25.043961347997648
582,SJC,MSP,34.63408725518835
583,CIU,DTW,8.246211251235321
584,MCO,CLT,14.142135623730951
585,BWI,CLT,11.313708498984761
586,CAK,MCO,19.200000000000003
587,FLL,LAS,43.68065933568311
588,MKE,LAS,34.36277055186325
589,PHX,MDW,31.49857139617605
590,SJC,LAS,12.165525060596439
591,LAS,EWR,49.43359181771035
592,ORD,EWR,20.86144769664848
593,DSM,DFW,19.697715603592208
594,IAH,DFW,7.211102550927978
595,RIC,DFW,24.738633753705965
596,BLI,SEA,3.0
597,PDX,LAX,20.238577025077632
598,SEA,PSP,24.37047393876451
599,LAX,PDX,20.238577025077632
600,SLC,SJC,16.70449041425688
601,BDL,MIA,28.62167011199731
602,RSW,ATL,15.231546211727817
603,TPA,LGA,25.298221281347036
604,CRP,DFW,10.0
605,SHV,DFW,8.0
606,BTR,DFW,12.649110640673518
607,MLU,DFW,10.0
608,PIA,DFW,18.10193359837562
609,ROW,DFW,14.142135623730951
610,FWA,DFW,23.075528162969533
611,CHS,MIA,14.0
612,GSO,MIA,17.672577627499617
613,DTW,FLL,26.046112953759533
614,PDX,BUR,18.727519857151403
615,MSN,ORD,8.485281374238571
616,COS,LAX,23.78570999570961
617,GCC,DEN,10.198039027185569
618,SNA,IAH,26.832815729997478
619,BUF,ORD,18.110770276274835
620,DAL,MDW,20.36467529817257
621,LIT,DAL,8.94427190999916
622,MHT,MCO,27.527440854536408
623,ALB,MCO,25.799224794555357
624,SAT,BWI,28.999310336626973
625,SNA,PHX,10.0
626,DFW,STL,18.439088914585774
627,LAS,ORD,34.13151036798694
628,BNA,MIA,20.04794253782667
629,MSP,MIA,27.62607463973121
630,SNA,DFW,24.029981273400946
631,MIA,DCA,21.346662502602136
632,JFK,BOS,8.485281374238571
633,OMA,ATL,21.76235281397671
634,PIT,MSP,21.76235281397671
635,SNA,ATL,39.6
636,FLL,ATL,16.1245154965971
637,SNA,MSP,31.680909077865802
638,ATL,LGA,20.86144769664848
639,BHM,ATL,6.0
640,FLL,DFW,28.844410203711917
641,SAN,JFK,53.665631459994955
642,BHM,DFW,17.672577627499617
643,HOB,IAH,17.08800749063506
644,LNK,DEN,16.1245154965971
645,DEN,MSP,19.332873557751316
646,LAS,DEN,18.24280680158621
647,SNA,DEN,22.908513701242168
648,CMI,DFW,19.266551326067674
649,COU,DFW,15.620499351813308
650,BWI,FLL,21.76235281397671
651,GTF,DEN,17.00823330037544
652,BNA,CVG,7.211102550927978
653,SNA,SFO,12.806248474865697
654,PHX,LAX,12.0
655,ATL,IAH,18.727519857151403
656,EKO,SLC,8.0
657,IAD,JFK,8.94427190999916
658,PHX,SFO,17.232527382830412
659,PIT,CLT,10.0
660,MSP,CLT,25.298221281347036
661,BWI,MCO,19.332873557751316
662,MSY,ATL,14.422205101855956
663,PHX,DAL,25.649951267010238
664,FLL,ORD,26.484712571594958
665,PHL,PHX,44.97999555357915
666,MEM,DFW,17.08800749063506
667,DFW,TPA,25.298221281347036
668,CLE,DFW,29.372095601097314
669,SJC,SEA,16.079800993793423
670,PDX,SNA,20.8
671,LAS,PDX,18.24280680158621
672,SEA,SMF,18.110770276274835
673,LGB,OAK,11.313708498984761
674,AVL,ATL,8.485281374238571
675,HSV,ATL,6.708203932499369
676,BNA,ORD,10.198039027185569
677,SAF,DFW,18.973665961010276
678,GRR,DFW,24.992798962901293
679,XNA,ORD,17.204650534085253
680,SUX,ORD,18.110770276274835
681,LFT,DFW,12.649110640673518
682,ORD,TPA,23.78570999570961
683,PSP,IAH,25.653069991718336
684,HYS,DEN,10.198039027185569
685,DTW,LAS,39.06916943063929
686,SAN,IAH,26.64432397340942
687,DFW,IAH,7.211102550927978
688,RIC,CLT,7.211102550927978
689,TPA,CLT,16.492422502470642
690,CAK,ATL,15.231546211727817
691,ABQ,DAL,16.70449041425688
692,PVD,FLL,27.988569095257443
693,PHL,FLL,22.285421243494593
694,PHL,LAS,48.13481068831579
695,MIA,DEN,33.34186557467953
696,LAX,BOS,57.42473334722591
697,BWI,DFW,26.563132345414385
698,DFW,LAX,25.228555249954365
699,MKE,MSP,12.649110640673518
700,MCO,DCA,17.232527382830412
701,JFK,BUF,10.770329614269007
702,MSP,LAS,28.0912797857271
703,ATL,MCO,11.661903789690601
704,MFE,IAH,8.48528137423857
705,TTN,RDU,12.806248474865697
706,ELP,ORD,25.765092664300663
707,HSV,ORD,14.142135623730951
708,ABQ,ORD,31.87977415227404
709,RDU,SFO,52.85451730930857
710,EWR,LAX,53.46400658386911
711,DCA,CLT,8.48528137423857
712,PSP,PHX,8.0
713,DVL,JMS,6.0
714,ALB,ORD,22.45707015618912
715,PDX,SFO,16.0
716,EWR,TPA,24.422940035957996
717,JAX,CLT,10.198039027185569
718,CLE,CLT,12.165525060596439
719,CLT,MIA,16.0
720,IAH,CLT,25.848791074245618
721,IND,CLT,14.422205101855956
722,LGA,ORD,22.45707015618912
723,BOS,IAH,32.75362575349483
724,BUF,FLL,25.799224794555357
725,BWI,HOU,25.765092664300663
726,BWI,LAS,46.93825731745907
727,CLE,PHX,38.41874542459709
728,DCA,DAL,31.87977415227404
729,ISP,FLL,25.043961347997648
730,MDW,DAL,20.36467529817257
731,MDW,TPA,23.78570999570961
732,MSP,MDW,13.416407864998739
733,PIT,MCO,19.266551326067674
734,SAT,BNA,22.22791038311969
735,HOU,MCO,22.45707015618912
736,MCO,SFO,50.37142046835685
737,EWR,DEN,36.019994447528724
738,ATL,CLT,8.94427190999916
739,SLC,PHX,14.142135623730951
740,BOI,PHX,17.232527382830412
741,DCA,PHX,42.42640687119285
742,ATL,MIA,17.88854381999832
743,SFO,MIA,52.41679120281973
744,MIA,LAS,44.025447186825936
745,DFW,BNA,18.727519857151403
746,FAT,DFW,26.832815729997478
747,MIA,IAH,24.83867951401604
748,MIA,BOS,30.77661449867415
749,TUS,DFW,20.8
750,EWR,SEA,58.20927761104753
751,MSP,SEA,34.9857113690718
752,SFO,SEA,16.0
753,SJC,PDX,16.1245154965971
754,PDX,SEA,6.0
755,SNA,SEA,23.78570999570961
756,BUR,SEA,21.76235281397671
757,LAS,SEA,20.86144769664848
758,PHX,PDX,24.992798962901293
759,PDX,HNL,50.92582841741507
760,SAN,OGG,48.965293831447596
761,OAK,LIH,48.373546489791295
762,BOS,SAN,56.48929102051113
763,DCA,MCO,17.232527382830412
764,BOS,JAX,24.992798962901293
765,PDX,LGB,20.238577025077632
766,BOS,HOU,32.75362575349483
767,BOS,AUS,34.36277055186325
768,PDX,JFK,59.1053297089188
769,SEA,DTW,47.18304780321
770,SFO,DTW,47.18304780321
771,DCA,ATL,17.204650534085253
772,ORF,ATL,17.08800749063506
773,DAB,ATL,10.0
774,PBI,ATL,16.1245154965971
775,SLC,MSP,29.50254226333724
776,DAY,DFW,23.62371689637344
777,MSP,PHX,26.34539808012018
778,LGA,PBI,25.043961347997648
779,RSW,LGA,25.799224794555357
780,CLE,ATL,17.08800749063506
781,MKE,ATL,18.973665961010276
782,RDU,BOS,19.79898987322333
783,LAX,DTW,43.36634639902236
784,LAS,JFK,50.62805546334957
785,MSP,RSW,25.959969183340725
786,LFT,IAH,8.246211251235321
787,SHV,ATL,18.110770276274835
788,ROC,LGA,10.0
789,CID,MSP,7.211102550927978
790,PVD,ORD,25.6
791,CLE,RSW,24.0
792,DEN,MCO,30.594117081556707
793,MCO,DEN,30.594117081556707
