,aircraft_id,seat_id,travelclass_id
189,N882AS,S41,E
190,N882AS,S42,E
191,N882AS,S43,E
192,N882AS,S44,E
193,N882AS,S45,E
194,N882AS,S46,E
195,N882AS,S47,E
196,N882AS,S48,E
197,N882AS,S49,E
198,N882AS,S50,E
199,N882AS,S51,E
200,N882AS,S52,E
201,N882AS,S53,E
202,N882AS,S54,E
203,N882AS,S55,E
204,N882AS,S56,E
205,N882AS,S57,E
206,N882AS,S58,E
207,N882AS,S59,E
208,N882AS,S60,E
209,N882AS,S61,E
210,N882AS,S62,E
211,N882AS,S63,E
212,N882AS,S64,E
213,N882AS,S65,E
214,N882AS,S66,E
215,N882AS,S67,E
216,N882AS,S68,E
217,N882AS,S69,E
218,N882AS,S70,E
219,N882AS,S71,E
220,N882AS,S72,E
221,N882AS,S73,E
222,N882AS,S74,E
223,N882AS,S75,E
224,N882AS,S76,E
225,N882AS,S77,E
226,N882AS,S78,E
227,N882AS,S79,E
228,N882AS,S80,E
229,N882AS,S81,E
230,N882AS,S82,E
231,N882AS,S83,E
232,N882AS,S84,E
233,N882AS,S85,E
234,N882AS,S86,E
235,N882AS,S87,E
236,N882AS,S88,E
237,N882AS,S89,E
238,N882AS,S90,E
239,N882AS,S91,E
240,N882AS,S92,E
241,N882AS,S93,E
242,N882AS,S94,E
243,N882AS,S95,E
244,N882AS,S96,E
245,N882AS,S97,E
246,N882AS,S98,E
247,N882AS,S99,E
248,N882AS,S100,E
249,N882AS,S101,E
250,N882AS,S102,E
251,N882AS,S103,E
252,N882AS,S104,E
253,N882AS,S105,E
254,N882AS,S106,E
255,N882AS,S107,E
256,N882AS,S108,E
257,N882AS,S109,E
258,N882AS,S110,E
259,N882AS,S111,E
260,N882AS,S112,E
261,N882AS,S113,E
262,N882AS,S114,E
263,N882AS,S115,E
264,N882AS,S116,E
265,N882AS,S117,E
266,N882AS,S118,E
267,N882AS,S119,E
268,N882AS,S120,E
269,N882AS,S121,E
270,N882AS,S122,E
271,N882AS,S123,E
272,N882AS,S124,E
273,N882AS,S125,E
274,N882AS,S126,E
275,N882AS,S127,E
276,N882AS,S128,E
277,N882AS,S129,E
278,N882AS,S130,E
279,N882AS,S131,E
280,N882AS,S132,E
281,N882AS,S133,E
282,N882AS,S134,E
283,N882AS,S135,E
284,N882AS,S136,E
285,N882AS,S137,E
286,N882AS,S138,E
287,N882AS,S139,E
288,N882AS,S140,E
289,N882AS,S141,E
290,N882AS,S142,E
291,N882AS,S143,E
292,N882AS,S144,E
293,N882AS,S145,E
294,N882AS,S146,E
295,N882AS,S147,E
296,N882AS,S148,E
297,N882AS,S149,E
298,N882AS,S150,E
299,N882AS,S151,E
300,N882AS,S152,E
301,N882AS,S153,E
302,N882AS,S154,E
303,N882AS,S155,E
304,N882AS,S156,E
305,N882AS,S157,E
306,N882AS,S158,E
307,N882AS,S159,E
308,N882AS,S160,E
309,N882AS,S161,E
310,N882AS,S162,E
311,N882AS,S163,E
312,N882AS,S164,E
313,N882AS,S165,E
314,N882AS,S166,E
315,N882AS,S167,E
316,N882AS,S168,E
317,N882AS,S169,E
318,N882AS,S170,E
319,N882AS,S171,E
320,N882AS,S172,E
321,N882AS,S173,E
322,N882AS,S174,E
323,N882AS,S175,E
324,N882AS,S176,E
325,N882AS,S177,E
326,N882AS,S178,E
327,N720EV,S1,B
328,N720EV,S2,B
329,N720EV,S3,B
330,N720EV,S4,B
331,N720EV,S5,B
332,N720EV,S6,B
333,N720EV,S7,B
334,N720EV,S8,B
335,N720EV,S9,B
336,N720EV,S10,B
337,N720EV,S11,B
338,N720EV,S12,B
339,N720EV,S13,B
340,N720EV,S14,B
341,N720EV,S15,B
342,N720EV,S16,B
343,N720EV,S17,B
344,N720EV,S18,B
345,N720EV,S19,B
346,N720EV,S20,B
347,N720EV,S21,B
348,N720EV,S22,B
349,N720EV,S23,B
350,N720EV,S24,B
351,N720EV,S25,B
352,N720EV,S26,B
353,N720EV,S27,B
354,N720EV,S28,B
355,N720EV,S29,B
356,N720EV,S30,B
357,N720EV,S31,B
358,N720EV,S32,B
359,N720EV,S33,B
360,N720EV,S34,B
361,N720EV,S35,B
362,N720EV,S36,B
363,N720EV,S37,B
364,N720EV,S38,B
365,N720EV,S39,B
366,N720EV,S40,B
367,N720EV,S41,B
368,N720EV,S42,B
369,N720EV,S43,B
370,N720EV,S44,B
371,N720EV,S45,B
372,N720EV,S46,B
373,N720EV,S47,B
374,N720EV,S48,B
375,N720EV,S49,B
376,N720EV,S50,B
377,N720EV,S51,B
378,N720EV,S52,B
379,N720EV,S53,B
380,N720EV,S54,B
381,N720EV,S55,B
382,N720EV,S56,B
383,N720EV,S57,B
384,N720EV,S58,B
385,N720EV,S59,B
386,N720EV,S60,B
387,N720EV,S61,B
388,N720EV,S62,B
389,N720EV,S63,B
390,N720EV,S64,B
391,N720EV,S65,B
392,N720EV,S66,E
393,N720EV,S67,E
394,N720EV,S68,E
395,N720EV,S69,E
396,N720EV,S70,E
397,N720EV,S71,E
398,N720EV,S72,E
399,N720EV,S73,E
400,N720EV,S74,E
401,N720EV,S75,E
402,N720EV,S76,E
403,N720EV,S77,E
404,N720EV,S78,E
405,N720EV,S79,E
406,N720EV,S80,E
407,N720EV,S81,E
408,N720EV,S82,E
409,N720EV,S83,E
410,N720EV,S84,E
411,N720EV,S85,E
412,N720EV,S86,E
413,N720EV,S87,E
414,N720EV,S88,E
415,N720EV,S89,E
416,N720EV,S90,E
417,N720EV,S91,E
418,N720EV,S92,E
419,N720EV,S93,E
420,N720EV,S94,E
421,N720EV,S95,E
422,N720EV,S96,E
423,N720EV,S97,E
424,N720EV,S98,E
425,N720EV,S99,E
426,N720EV,S100,E
427,N720EV,S101,E
428,N720EV,S102,E
429,N720EV,S103,E
430,N720EV,S104,E
431,N720EV,S105,E
432,N720EV,S106,E
433,N720EV,S107,E
434,N720EV,S108,E
435,N720EV,S109,E
436,N720EV,S110,E
437,N720EV,S111,E
438,N720EV,S112,E
439,N720EV,S113,E
440,N720EV,S114,E
441,N720EV,S115,E
442,N720EV,S116,E
443,N720EV,S117,E
444,N720EV,S118,E
445,N720EV,S119,E
446,N720EV,S120,E
447,N720EV,S121,E
448,N720EV,S122,E
449,N720EV,S123,E
450,N720EV,S124,E
451,N720EV,S125,E
452,N720EV,S126,E
453,N720EV,S127,E
454,N720EV,S128,E
455,N720EV,S129,E
456,N720EV,S130,E
457,N720EV,S131,E
458,N720EV,S132,E
459,N720EV,S133,E
460,N720EV,S134,E
461,N720EV,S135,E
462,N720EV,S136,E
463,N720EV,S137,E
464,N720EV,S138,E
465,N720EV,S139,E
466,N720EV,S140,E
467,N720EV,S141,E
468,N720EV,S142,E
469,N720EV,S143,E
470,N720EV,S144,E
471,N720EV,S145,E
472,N720EV,S146,E
473,N720EV,S147,E
474,N720EV,S148,E
475,N720EV,S149,E
476,N720EV,S150,E
477,N720EV,S151,E
478,N720EV,S152,E
479,N720EV,S153,E
480,N720EV,S154,E
481,N720EV,S155,E
482,N720EV,S156,E
483,N720EV,S157,E
484,N720EV,S158,E
485,N720EV,S159,E
486,N720EV,S160,E
487,N720EV,S161,E
488,N720EV,S162,E
489,N720EV,S163,E
490,N720EV,S164,E
491,N720EV,S165,E
492,N720EV,S166,E
493,N720EV,S167,E
494,N720EV,S168,E
495,N720EV,S169,E
496,N720EV,S170,E
497,N720EV,S171,E
498,N720EV,S172,E
499,N720EV,S173,E
500,N720EV,S174,E
501,N720EV,S175,E
502,N720EV,S176,E
503,N720EV,S177,E
504,N720EV,S178,E
505,N720EV,S179,E
506,N720EV,S180,E
507,N720EV,S181,E
508,N720EV,S182,E
509,N720EV,S183,E
510,N720EV,S184,E
511,N720EV,S185,E
512,N720EV,S186,E
513,N720EV,S187,E
514,N720EV,S188,E
515,N720EV,S189,E
516,N720EV,S190,E
517,N720EV,S191,E
518,N720EV,S192,E
519,N720EV,S193,E
520,N720EV,S194,E
521,N720EV,S195,E
522,N720EV,S196,E
523,N720EV,S197,E
524,N720EV,S198,E
525,N720EV,S199,E
526,N720EV,S200,E
527,N720EV,S201,E
528,N720EV,S202,E
529,N720EV,S203,E
530,N720EV,S204,E
531,N720EV,S205,E
532,N720EV,S206,E
533,N720EV,S207,E
534,N720EV,S208,E
535,N720EV,S209,E
536,N720EV,S210,E
537,N720EV,S211,E
538,N720EV,S212,E
539,N720EV,S213,E
540,N720EV,S214,E
541,N720EV,S215,E
542,N720EV,S216,E
543,N720EV,S217,E
544,N720EV,S218,E
545,N720EV,S219,E
546,N720EV,S220,E
547,N720EV,S221,E
548,N720EV,S222,E
549,N720EV,S223,E
550,N720EV,S224,E
551,N720EV,S225,E
552,N720EV,S226,E
553,N720EV,S227,E
554,N720EV,S228,E
555,N720EV,S229,E
556,N720EV,S230,E
557,N720EV,S231,E
558,N720EV,S232,E
559,N720EV,S233,E
560,N720EV,S234,E
561,N720EV,S235,E
562,N720EV,S236,E
563,N720EV,S237,E
564,N720EV,S238,E
565,N720EV,S239,E
566,N720EV,S240,E
567,N720EV,S241,E
568,N720EV,S242,E
569,N720EV,S243,E
570,N720EV,S244,E
571,N720EV,S245,E
572,N720EV,S246,E
573,N720EV,S247,E
574,N720EV,S248,E
575,N720EV,S249,E
576,N720EV,S250,E
577,N720EV,S251,E
578,N720EV,S252,E
579,N720EV,S253,E
580,N720EV,S254,E
581,N720EV,S255,E
582,N720EV,S256,E
583,N720EV,S257,E
584,N720EV,S258,E
585,N720EV,S259,E
586,N720EV,S260,E
587,N720EV,S261,E
588,N720EV,S262,E
589,N720EV,S263,E
590,N720EV,S264,E
591,N720EV,S265,E
592,N720EV,S266,E
593,N720EV,S267,E
594,N720EV,S268,E
595,N720EV,S269,E
596,N720EV,S270,E
597,N720EV,S271,E
598,N720EV,S272,E
599,N720EV,S273,E
600,N720EV,S274,E
601,N720EV,S275,E
602,N720EV,S276,E
603,N720EV,S277,E
604,N720EV,S278,E
605,N720EV,S279,E
606,N720EV,S280,E
607,N720EV,S281,E
608,N720EV,S282,E
609,N720EV,S283,E
610,N720EV,S284,E
611,N720EV,S285,E
612,N720EV,S286,E
613,N720EV,S287,E
614,N720EV,S288,E
615,N720EV,S289,E
616,N720EV,S290,E
617,N720EV,S291,E
618,N720EV,S292,E
619,N720EV,S293,E
620,N720EV,S294,E
621,N720EV,S295,E
622,N720EV,S296,E
623,N720EV,S297,E
624,N720EV,S298,E
625,N720EV,S299,E
626,N720EV,S300,E
627,N720EV,S301,E
628,N720EV,S302,E
629,N720EV,S303,E
630,N720EV,S304,E
631,N720EV,S305,E
632,N720EV,S306,E
633,N720EV,S307,E
634,N720EV,S308,E
635,N720EV,S309,E
636,N720EV,S310,E
637,N720EV,S311,E
638,N720EV,S312,E
639,N720EV,S313,E
640,N720EV,S314,E
641,N720EV,S315,E
642,N720EV,S316,E
643,N720EV,S317,E
644,N720EV,S318,E
645,N720EV,S319,E
646,N720EV,S320,E
647,N720EV,S321,E
648,N720EV,S322,E
649,N720EV,S323,E
650,N720EV,S324,E
651,N720EV,S325,E
652,N720EV,S326,E
653,N720EV,S327,E
654,N720EV,S328,E
655,N720EV,S329,E
656,N720EV,S330,E
657,N832AS,S1,B
658,N832AS,S2,B
659,N832AS,S3,B
660,N832AS,S4,B
661,N832AS,S5,B
662,N832AS,S6,B
663,N832AS,S7,B
664,N832AS,S8,B
665,N832AS,S9,B
666,N832AS,S10,B
667,N832AS,S11,B
668,N832AS,S12,B
669,N832AS,S13,B
670,N832AS,S14,B
671,N832AS,S15,B
672,N832AS,S16,B
673,N832AS,S17,B
674,N832AS,S18,B
675,N832AS,S19,B
676,N832AS,S20,B
677,N832AS,S21,B
678,N832AS,S22,B
679,N832AS,S23,B
680,N832AS,S24,B
681,N832AS,S25,B
682,N832AS,S26,B
683,N832AS,S27,B
684,N832AS,S28,E
685,N832AS,S29,E
686,N832AS,S30,E
687,N832AS,S31,E
688,N832AS,S32,E
689,N832AS,S33,E
690,N832AS,S34,E
691,N832AS,S35,E
692,N832AS,S36,E
693,N832AS,S37,E
694,N832AS,S38,E
695,N832AS,S39,E
696,N832AS,S40,E
697,N832AS,S41,E
698,N832AS,S42,E
699,N832AS,S43,E
700,N832AS,S44,E
701,N832AS,S45,E
702,N832AS,S46,E
703,N832AS,S47,E
704,N832AS,S48,E
705,N832AS,S49,E
706,N832AS,S50,E
707,N832AS,S51,E
708,N832AS,S52,E
709,N832AS,S53,E
710,N832AS,S54,E
711,N832AS,S55,E
712,N832AS,S56,E
713,N832AS,S57,E
714,N832AS,S58,E
715,N832AS,S59,E
716,N832AS,S60,E
717,N832AS,S61,E
718,N832AS,S62,E
719,N832AS,S63,E
720,N832AS,S64,E
721,N832AS,S65,E
722,N832AS,S66,E
723,N832AS,S67,E
724,N832AS,S68,E
725,N832AS,S69,E
726,N832AS,S70,E
727,N832AS,S71,E
728,N832AS,S72,E
729,N832AS,S73,E
730,N832AS,S74,E
731,N832AS,S75,E
732,N832AS,S76,E
733,N832AS,S77,E
734,N832AS,S78,E
735,N832AS,S79,E
736,N832AS,S80,E
737,N832AS,S81,E
738,N832AS,S82,E
739,N832AS,S83,E
740,N832AS,S84,E
741,N832AS,S85,E
742,N832AS,S86,E
743,N832AS,S87,E
744,N832AS,S88,E
745,N832AS,S89,E
746,N832AS,S90,E
747,N832AS,S91,E
748,N832AS,S92,E
749,N832AS,S93,E
750,N832AS,S94,E
751,N832AS,S95,E
752,N832AS,S96,E
753,N832AS,S97,E
754,N832AS,S98,E
755,N832AS,S99,E
756,N832AS,S100,E
757,N832AS,S101,E
758,N832AS,S102,E
759,N832AS,S103,E
760,N832AS,S104,E
761,N832AS,S105,E
762,N832AS,S106,E
763,N832AS,S107,E
764,N832AS,S108,E
765,N832AS,S109,E
766,N832AS,S110,E
767,N832AS,S111,E
768,N832AS,S112,E
769,N832AS,S113,E
770,N832AS,S114,E
771,N832AS,S115,E
772,N832AS,S116,E
773,N832AS,S117,E
774,N832AS,S118,E
775,N832AS,S119,E
776,N832AS,S120,E
777,N832AS,S121,E
778,N832AS,S122,E
779,N832AS,S123,E
780,N832AS,S124,E
781,N832AS,S125,E
782,N832AS,S126,E
783,N832AS,S127,E
784,N832AS,S128,E
785,N832AS,S129,E
786,N832AS,S130,E
787,N832AS,S131,E
788,N832AS,S132,E
789,N832AS,S133,E
790,N832AS,S134,E
791,N832AS,S135,E
792,N832AS,S136,E
793,N832AS,S137,E
794,N832AS,S138,E
795,N832AS,S139,E
796,N832AS,S140,E
797,N12967,S1,B
798,N12967,S2,B
799,N12967,S3,B
800,N12967,S4,B
801,N12967,S5,B
802,N12967,S6,B
803,N12967,S7,B
804,N12967,S8,B
805,N12967,S9,B
806,N12967,S10,B
807,N12967,S11,B
808,N12967,S12,B
809,N12967,S13,B
810,N12967,S14,B
811,N12967,S15,B
812,N12967,S16,B
813,N12967,S17,B
814,N12967,S18,B
815,N12967,S19,B
816,N12967,S20,B
817,N12967,S21,B
818,N12967,S22,B
819,N12967,S23,B
820,N12967,S24,B
821,N12967,S25,B
822,N12967,S26,B
823,N12967,S27,B
824,N12967,S28,B
825,N12967,S29,B
826,N12967,S30,B
827,N12967,S31,B
828,N12967,S32,B
829,N12967,S33,B
830,N12967,S34,B
831,N12967,S35,B
832,N12967,S36,B
833,N12967,S37,B
834,N12967,S38,B
835,N12967,S39,E
836,N12967,S40,E
837,N12967,S41,E
838,N12967,S42,E
839,N12967,S43,E
840,N12967,S44,E
841,N12967,S45,E
842,N12967,S46,E
843,N12967,S47,E
844,N12967,S48,E
845,N12967,S49,E
846,N12967,S50,E
847,N12967,S51,E
848,N12967,S52,E
849,N12967,S53,E
850,N12967,S54,E
851,N12967,S55,E
852,N12967,S56,E
853,N12967,S57,E
854,N12967,S58,E
855,N12967,S59,E
856,N12967,S60,E
857,N12967,S61,E
858,N12967,S62,E
859,N12967,S63,E
860,N12967,S64,E
861,N12967,S65,E
862,N12967,S66,E
863,N12967,S67,E
864,N12967,S68,E
865,N12967,S69,E
866,N12967,S70,E
867,N12967,S71,E
868,N12967,S72,E
869,N12967,S73,E
870,N12967,S74,E
871,N12967,S75,E
872,N12967,S76,E
873,N12967,S77,E
874,N12967,S78,E
875,N12967,S79,E
876,N12967,S80,E
877,N12967,S81,E
878,N12967,S82,E
879,N12967,S83,E
880,N12967,S84,E
881,N12967,S85,E
882,N12967,S86,E
883,N12967,S87,E
884,N12967,S88,E
885,N12967,S89,E
886,N12967,S90,E
887,N12967,S91,E
888,N12967,S92,E
889,N12967,S93,E
890,N12967,S94,E
891,N12967,S95,E
892,N12967,S96,E
893,N12967,S97,E
894,N12967,S98,E
895,N12967,S99,E
896,N12967,S100,E
897,N12967,S101,E
898,N12967,S102,E
899,N12967,S103,E
900,N12967,S104,E
901,N12967,S105,E
902,N12967,S106,E
903,N12967,S107,E
904,N12967,S108,E
905,N12967,S109,E
906,N12967,S110,E
907,N12967,S111,E
908,N12967,S112,E
909,N12967,S113,E
910,N12967,S114,E
911,N12967,S115,E
912,N12967,S116,E
913,N12967,S117,E
914,N12967,S118,E
915,N12967,S119,E
916,N12967,S120,E
917,N12967,S121,E
918,N12967,S122,E
919,N12967,S123,E
920,N12967,S124,E
921,N12967,S125,E
922,N12967,S126,E
923,N12967,S127,E
924,N12967,S128,E
925,N12967,S129,E
926,N12967,S130,E
927,N12967,S131,E
928,N12967,S132,E
929,N12967,S133,E
930,N12967,S134,E
931,N12967,S135,E
932,N12967,S136,E
933,N12967,S137,E
934,N12967,S138,E
935,N12967,S139,E
936,N12967,S140,E
937,N12967,S141,E
938,N12967,S142,E
939,N12967,S143,E
940,N12967,S144,E
941,N12967,S145,E
942,N12967,S146,E
943,N12967,S147,E
944,N12967,S148,E
945,N12967,S149,E
946,N12967,S150,E
947,N12967,S151,E
948,N12967,S152,E
949,N12967,S153,E
950,N12967,S154,E
951,N12967,S155,E
952,N12967,S156,E
953,N12967,S157,E
954,N12967,S158,E
955,N12967,S159,E
956,N12967,S160,E
957,N12967,S161,E
958,N12967,S162,E
959,N12967,S163,E
960,N12967,S164,E
961,N12967,S165,E
962,N12967,S166,E
963,N12967,S167,E
964,N12967,S168,E
965,N12967,S169,E
966,N12967,S170,E
967,N12967,S171,E
968,N12967,S172,E
969,N12967,S173,E
970,N12967,S174,E
971,N12967,S175,E
972,N12967,S176,E
973,N12967,S177,E
974,N12967,S178,E
975,N12967,S179,E
976,N12967,S180,E
977,N12967,S181,E
978,N12967,S182,E
979,N12967,S183,E
980,N12967,S184,E
981,N12967,S185,E
982,N12967,S186,E
983,N12967,S187,E
984,N12967,S188,E
985,N12967,S189,E
986,N12967,S190,E
987,N12967,S191,E
988,N12967,S192,E
989,N12967,S193,E
990,N12967,S194,E
991,N12967,S195,E
992,N12967,S196,E
993,N12967,S197,E
994,N12967,S198,E
995,N12967,S199,E
996,N849AS,S1,B
997,N849AS,S2,B
998,N849AS,S3,B
999,N849AS,S4,B
1000,N849AS,S5,B
1001,N849AS,S6,B
1002,N849AS,S7,B
1003,N849AS,S8,B
1004,N849AS,S9,B
1005,N849AS,S10,B
1006,N849AS,S11,B
1007,N849AS,S12,B
1008,N849AS,S13,B
1009,N849AS,S14,B
1010,N849AS,S15,B
1011,N849AS,S16,B
1012,N849AS,S17,B
1013,N849AS,S18,B
1014,N849AS,S19,B
1015,N849AS,S20,B
1016,N849AS,S21,B
1017,N849AS,S22,B
1018,N849AS,S23,B
1019,N849AS,S24,B
1020,N849AS,S25,B
1021,N849AS,S26,B
1022,N849AS,S27,B
1023,N849AS,S28,B
1024,N849AS,S29,B
1025,N849AS,S30,B
1026,N849AS,S31,B
1027,N849AS,S32,B
1028,N849AS,S33,B
1029,N849AS,S34,B
1030,N849AS,S35,B
1031,N849AS,S36,B
1032,N849AS,S37,B
1033,N849AS,S38,B
1034,N849AS,S39,B
1035,N849AS,S40,B
1036,N849AS,S41,B
1037,N849AS,S42,B
1038,N849AS,S43,B
1039,N849AS,S44,B
1040,N849AS,S45,B
1041,N849AS,S46,B
1042,N849AS,S47,B
1043,N849AS,S48,B
1044,N849AS,S49,B
1045,N849AS,S50,B
1046,N849AS,S51,B
1047,N849AS,S52,B
1048,N849AS,S53,B
1049,N849AS,S54,B
1050,N849AS,S55,B
1051,N849AS,S56,B
1052,N849AS,S57,B
1053,N849AS,S58,B
1054,N849AS,S59,B
1055,N849AS,S60,B
1056,N849AS,S61,B
1057,N849AS,S62,B
1058,N849AS,S63,B
1059,N849AS,S64,B
1060,N849AS,S65,B
1061,N849AS,S66,B
1062,N849AS,S67,B
1063,N849AS,S68,B
1064,N849AS,S69,B
1065,N849AS,S70,B
1066,N849AS,S71,B
1067,N849AS,S72,B
1068,N849AS,S73,B
1069,N849AS,S74,B
1070,N849AS,S75,B
1071,N849AS,S76,B
1072,N849AS,S77,B
1073,N849AS,S78,B
1074,N849AS,S79,B
1075,N849AS,S80,E
1076,N849AS,S81,E
1077,N849AS,S82,E
1078,N849AS,S83,E
1079,N849AS,S84,E
1080,N849AS,S85,E
1081,N849AS,S86,E
1082,N849AS,S87,E
1083,N849AS,S88,E
1084,N849AS,S89,E
1085,N849AS,S90,E
1086,N849AS,S91,E
1087,N849AS,S92,E
1088,N849AS,S93,E
1089,N849AS,S94,E
1090,N849AS,S95,E
1091,N849AS,S96,E
1092,N849AS,S97,E
1093,N849AS,S98,E
1094,N849AS,S99,E
1095,N849AS,S100,E
1096,N849AS,S101,E
1097,N849AS,S102,E
1098,N849AS,S103,E
1099,N849AS,S104,E
1100,N849AS,S105,E
1101,N849AS,S106,E
1102,N849AS,S107,E
1103,N849AS,S108,E
1104,N849AS,S109,E
1105,N849AS,S110,E
1106,N849AS,S111,E
1107,N849AS,S112,E
1108,N849AS,S113,E
1109,N849AS,S114,E
1110,N849AS,S115,E
1111,N849AS,S116,E
1112,N849AS,S117,E
1113,N849AS,S118,E
1114,N849AS,S119,E
1115,N849AS,S120,E
1116,N849AS,S121,E
1117,N849AS,S122,E
1118,N849AS,S123,E
1119,N849AS,S124,E
1120,N849AS,S125,E
1121,N849AS,S126,E
1122,N849AS,S127,E
1123,N849AS,S128,E
1124,N849AS,S129,E
1125,N849AS,S130,E
1126,N849AS,S131,E
1127,N849AS,S132,E
1128,N849AS,S133,E
1129,N849AS,S134,E
1130,N849AS,S135,E
1131,N849AS,S136,E
1132,N849AS,S137,E
1133,N849AS,S138,E
1134,N849AS,S139,E
1135,N849AS,S140,E
1136,N849AS,S141,E
1137,N849AS,S142,E
1138,N849AS,S143,E
1139,N849AS,S144,E
1140,N849AS,S145,E
1141,N849AS,S146,E
1142,N849AS,S147,E
1143,N849AS,S148,E
1144,N849AS,S149,E
1145,N849AS,S150,E
1146,N849AS,S151,E
1147,N849AS,S152,E
1148,N849AS,S153,E
1149,N849AS,S154,E
1150,N849AS,S155,E
1151,N849AS,S156,E
1152,N849AS,S157,E
1153,N849AS,S158,E
1154,N849AS,S159,E
1155,N849AS,S160,E
1156,N849AS,S161,E
1157,N849AS,S162,E
1158,N849AS,S163,E
1159,N849AS,S164,E
1160,N849AS,S165,E
1161,N849AS,S166,E
1162,N849AS,S167,E
1163,N849AS,S168,E
1164,N849AS,S169,E
1165,N849AS,S170,E
1166,N849AS,S171,E
1167,N849AS,S172,E
1168,N849AS,S173,E
1169,N849AS,S174,E
1170,N849AS,S175,E
1171,N849AS,S176,E
1172,N849AS,S177,E
1173,N849AS,S178,E
1174,N849AS,S179,E
1175,N849AS,S180,E
1176,N849AS,S181,E
