,ord_airport,dest_airport,depart_time,arr_time,day
81,BTR,ATL,10:01,12:34,2023-02-8
82,BTR,ATL,6:26,9:05,2023-02-8
83,BTR,IAH,9:07,10:31,2023-02-8
84,BTR,DFW,18:38,n:an,2023-02-8
85,BTR,IAH,11:45,12:52,2023-02-8
86,BTR,IAH,14:11,15:14,2023-02-8
87,BTR,IAH,17:07,18:25,2023-02-8
88,BTR,ATL,12:05,14:34,2023-02-8
89,BTR,IAH,6:49,7:55,2023-02-8
90,BTR,IAH,n:an,n:an,2023-02-9
91,BTR,IAH,18:57,20:02,2023-02-9
92,BTR,DFW,7:33,8:52,2023-02-9
93,BTR,ATL,10:18,12:49,2023-02-9
94,BTR,IAH,7:38,8:38,2023-02-9
95,BTR,ATL,17:17,20:01,2023-02-9
96,BTR,IAH,11:36,12:38,2023-02-9
97,BTR,ATL,8:28,11:27,2023-02-9
98,BTR,DFW,10:38,11:56,2023-02-9
99,BTR,IAH,9:33,10:37,2023-02-9
100,BTR,ATL,7:41,10:23,2023-02-9
101,BTR,ATL,9:37,12:04,2023-02-9
102,BTR,IAH,14:31,15:39,2023-02-9
103,BTR,ATL,n:an,n:an,2023-02-9
104,BTR,DFW,17:52,19:10,2023-02-9
105,BTR,IAH,6:55,8:23,2023-02-10
106,BTR,DFW,6:36,8:09,2023-02-10
107,BTR,IAH,18:59,20:05,2023-02-10
108,BTR,IAH,5:21,6:27,2023-02-10
109,BTR,ATL,10:03,12:26,2023-02-10
110,BTR,IAH,11:36,12:57,2023-02-10
111,BTR,ATL,6:24,9:02,2023-02-10
112,BTR,ATL,17:12,19:56,2023-02-10
113,BTR,ATL,7:37,10:08,2023-02-10
114,BTR,ATL,5:29,8:15,2023-02-10
115,BTR,ATL,15:02,17:26,2023-02-10
116,BTR,DFW,10:38,12:05,2023-02-10
117,BTR,IAH,14:15,15:22,2023-02-10
118,BTR,DFW,18:19,19:58,2023-02-10
119,BTR,IAH,16:58,18:14,2023-02-10
120,BTR,ATL,10:11,12:29,2023-02-11
121,BTR,DFW,10:42,12:05,2023-02-11
122,BTR,ATL,8:29,10:44,2023-02-11
123,BTR,ATL,15:11,17:28,2023-02-11
124,BTR,IAH,14:09,15:30,2023-02-11
125,BTR,IAH,6:53,8:28,2023-02-11
126,BTR,DFW,19:11,20:29,2023-02-11
127,BTR,ATL,7:25,9:53,2023-02-11
128,BTR,IAH,18:59,20:17,2023-02-11
129,BTR,DFW,6:36,8:05,2023-02-11
130,BTR,ATL,17:12,19:47,2023-02-11
131,BTR,ATL,5:26,9:08,2023-02-11
132,BTR,IAH,17:00,18:15,2023-02-11
133,BTR,ATL,6:23,9:05,2023-02-11
134,BTR,IAH,11:38,12:51,2023-02-11
135,BTR,DFW,6:41,8:25,2023-02-12
136,BTR,ATL,7:23,9:46,2023-02-12
137,BTR,IAH,17:02,18:06,2023-02-12
138,BTR,DFW,10:38,12:06,2023-02-12
139,BTR,ATL,17:08,19:36,2023-02-12
140,BTR,IAH,5:25,6:31,2023-02-12
141,BTR,ATL,5:30,7:57,2023-02-12
142,BTR,IAH,14:57,16:04,2023-02-12
143,BTR,ATL,10:24,12:45,2023-02-12
144,BTR,IAH,19:08,20:24,2023-02-12
145,BTR,ATL,15:12,17:32,2023-02-12
146,BTR,IAH,9:25,10:41,2023-02-12
147,BTR,IAH,11:46,12:49,2023-02-12
148,BTR,DFW,18:13,19:34,2023-02-12
149,BTR,ATL,6:45,9:09,2023-02-12
150,BTR,IAH,11:34,12:46,2023-02-13
151,BTR,ATL,17:11,19:39,2023-02-13
152,BTR,IAH,9:18,10:26,2023-02-13
153,BTR,ATL,14:54,17:17,2023-02-13
154,BTR,IAH,6:56,8:05,2023-02-13
155,BTR,ATL,7:25,9:51,2023-02-13
156,BTR,DFW,6:37,8:03,2023-02-13
157,BTR,ATL,6:18,8:47,2023-02-13
158,BTR,ATL,10:05,12:33,2023-02-13
159,BTR,DFW,10:39,12:02,2023-02-13
160,BTR,ATL,11:02,13:23,2023-02-13
161,BTR,IAH,15:54,17:05,2023-02-13
162,BTR,IAH,5:27,6:45,2023-02-13
163,BTR,DFW,18:45,20:25,2023-02-13
164,BTR,ATL,6:29,9:05,2023-02-13
165,BTR,ATL,10:06,12:29,2023-02-15
166,BTR,ATL,5:38,8:02,2023-02-15
167,BTR,IAH,6:54,8:01,2023-02-15
168,BTR,ATL,14:46,17:01,2023-02-15
169,BTR,IAH,14:15,15:18,2023-02-15
170,BTR,DFW,18:09,19:39,2023-02-15
171,BTR,IAH,17:04,18:11,2023-02-15
172,BTR,DFW,6:34,8:01,2023-02-15
173,BTR,ATL,7:29,10:00,2023-02-15
174,BTR,IAH,19:25,20:31,2023-02-15
175,BTR,ATL,17:19,19:43,2023-02-15
176,BTR,ATL,8:36,10:49,2023-02-15
177,BTR,IAH,11:41,12:48,2023-02-15
178,BTR,DFW,11:05,12:33,2023-02-15
179,BTR,IAH,15:55,17:06,2023-02-15
180,BTR,IAH,9:09,10:22,2023-02-16
181,BTR,IAH,5:20,6:31,2023-02-16
182,BTR,DFW,18:30,19:56,2023-02-16
183,BTR,IAH,11:34,12:37,2023-02-16
184,BTR,ATL,10:10,12:31,2023-02-16
185,BTR,IAH,19:06,20:27,2023-02-16
186,BTR,ATL,5:40,7:50,2023-02-16
187,BTR,IAH,14:19,15:34,2023-02-16
188,BTR,ATL,19:19,22:01,2023-02-16
189,BTR,ATL,6:30,8:54,2023-02-16
190,BTR,ATL,10:33,13:00,2023-02-16
191,BTR,DFW,11:19,12:45,2023-02-16
192,BTR,IAH,17:24,18:36,2023-02-16
193,BTR,ATL,16:46,19:20,2023-02-16
194,BTR,IAH,6:52,8:05,2023-02-16
195,BTR,IAH,16:23,17:40,2023-02-17
196,BTR,IAH,9:14,10:27,2023-02-17
197,BTR,IAH,11:43,12:52,2023-02-17
198,BTR,DFW,10:51,12:18,2023-02-17
199,BTR,ATL,8:43,11:07,2023-02-17
200,BTR,IAH,7:03,8:53,2023-02-17
201,BTR,ATL,5:50,8:30,2023-02-17
202,BTR,ATL,15:01,17:09,2023-02-17
203,BTR,DFW,6:54,8:34,2023-02-17
204,BTR,ATL,17:20,20:11,2023-02-17
205,BTR,ATL,9:53,12:17,2023-02-17
206,BTR,IAH,19:00,20:14,2023-02-17
207,BTR,IAH,5:23,6:50,2023-02-17
208,BTR,ATL,7:29,10:02,2023-02-17
209,BTR,IAH,17:01,18:24,2023-02-17
210,BTR,IAH,15:53,16:57,2023-02-18
211,BTR,DFW,11:06,12:36,2023-02-18
212,BTR,DFW,n:an,n:an,2023-02-18
213,BTR,IAH,6:54,8:14,2023-02-18
214,BTR,IAH,17:00,18:18,2023-02-18
215,BTR,ATL,5:30,8:10,2023-02-18
216,BTR,IAH,5:20,6:43,2023-02-18
217,BTR,ATL,15:34,17:59,2023-02-18
218,BTR,ATL,6:30,8:58,2023-02-18
219,BTR,IAH,19:05,20:22,2023-02-18
220,BTR,ATL,8:41,11:01,2023-02-18
221,BTR,ATL,7:31,10:30,2023-02-18
222,BTR,IAH,14:19,15:28,2023-02-18
223,BTR,DFW,17:54,19:16,2023-02-18
224,BTR,IAH,9:15,10:21,2023-02-18
225,BTR,ATL,14:47,17:05,2023-02-19
226,BTR,IAH,9:19,10:41,2023-02-19
227,BTR,ATL,11:01,13:21,2023-02-19
228,BTR,IAH,18:59,20:15,2023-02-19
229,BTR,DFW,18:11,19:39,2023-02-19
230,BTR,ATL,17:21,19:53,2023-02-19
231,BTR,ATL,7:25,9:49,2023-02-19
232,BTR,IAH,17:05,18:21,2023-02-19
233,BTR,ATL,6:25,8:52,2023-02-19
234,BTR,IAH,16:03,17:22,2023-02-19
235,BTR,IAH,6:52,8:16,2023-02-19
236,BTR,DFW,6:44,8:19,2023-02-19
237,BTR,IAH,14:16,15:30,2023-02-19
238,BTR,ATL,5:28,7:43,2023-02-19
239,BTR,IAH,5:19,6:35,2023-02-19
240,BTR,ATL,10:03,12:24,2023-02-20
241,BTR,IAH,6:59,8:15,2023-02-20
242,BTR,DFW,6:58,8:42,2023-02-20
243,BTR,DFW,17:53,19:28,2023-02-20
244,BTR,IAH,15:57,17:14,2023-02-20
245,BTR,IAH,5:22,6:33,2023-02-20
246,BTR,ATL,15:56,18:25,2023-02-20
247,BTR,DFW,10:36,12:15,2023-02-20
248,BTR,IAH,14:08,15:25,2023-02-20
249,BTR,ATL,5:28,7:49,2023-02-20
250,BTR,ATL,6:25,8:57,2023-02-20
251,BTR,IAH,17:13,18:29,2023-02-20
252,BTR,ATL,7:23,10:00,2023-02-20
253,BTR,ATL,8:36,10:56,2023-02-20
254,BTR,IAH,11:43,13:24,2023-02-20
255,BTR,IAH,15:56,17:08,2023-02-22
256,BTR,IAH,14:15,15:27,2023-02-22
257,BTR,IAH,17:00,18:22,2023-02-22
258,BTR,IAH,6:48,8:10,2023-02-22
259,BTR,IAH,9:22,10:44,2023-02-22
260,BTR,DFW,10:57,12:23,2023-02-22
261,BTR,DFW,6:39,7:58,2023-02-22
262,BTR,IAH,19:14,20:46,2023-02-22
263,BTR,IAH,11:53,13:00,2023-02-22
264,BTR,ATL,14:53,17:13,2023-02-22
265,BTR,ATL,7:33,10:10,2023-02-22
266,BTR,ATL,18:09,20:47,2023-02-22
267,BTR,ATL,6:22,9:05,2023-02-22
268,BTR,DFW,21:43,23:04,2023-02-22
269,BTR,ATL,8:45,10:57,2023-02-22
270,BTR,IAH,6:44,8:11,2023-02-23
271,BTR,DFW,n:an,n:an,2023-02-23
272,BTR,IAH,16:29,18:10,2023-02-23
273,BTR,ATL,7:45,10:15,2023-02-23
274,BTR,DFW,n:an,n:an,2023-02-23
275,BTR,ATL,8:44,11:09,2023-02-23
276,BTR,IAH,5:15,6:32,2023-02-23
277,BTR,ATL,17:17,19:44,2023-02-23
278,BTR,IAH,9:20,10:37,2023-02-23
279,BTR,IAH,11:36,12:47,2023-02-23
280,BTR,IAH,16:59,18:27,2023-02-23
281,BTR,ATL,16:19,18:38,2023-02-23
282,BTR,IAH,21:47,22:57,2023-02-23
283,BTR,IAH,14:20,15:33,2023-02-23
284,BTR,ATL,10:27,12:54,2023-02-23
285,BTR,ATL,8:56,11:19,2023-02-24
286,BTR,DFW,12:35,14:29,2023-02-24
287,BTR,IAH,17:11,18:47,2023-02-24
288,BTR,ATL,11:54,14:14,2023-02-24
289,BTR,ATL,5:40,8:01,2023-02-24
290,BTR,ATL,9:56,12:30,2023-02-24
291,BTR,IAH,14:27,15:33,2023-02-24
292,BTR,ATL,10:56,13:35,2023-02-24
293,BTR,DFW,9:57,12:11,2023-02-24
294,BTR,ATL,15:01,17:27,2023-02-24
295,BTR,IAH,6:51,8:03,2023-02-24
296,BTR,ATL,18:41,21:15,2023-02-24
297,BTR,IAH,19:01,20:15,2023-02-24
298,BTR,IAH,11:35,12:41,2023-02-24
299,BTR,DFW,18:40,20:14,2023-02-24
300,BTR,ATL,16:36,18:51,2023-02-25
301,BTR,ATL,18:48,21:07,2023-02-25
302,BTR,ATL,6:26,8:50,2023-02-25
303,BTR,IAH,5:19,6:27,2023-02-25
304,BTR,IAH,17:14,18:32,2023-02-25
305,BTR,ATL,8:01,10:15,2023-02-25
306,BTR,IAH,14:20,15:33,2023-02-25
307,BTR,DFW,11:21,14:07,2023-02-25
308,BTR,ATL,10:00,12:26,2023-02-25
309,BTR,IAH,12:07,13:20,2023-02-25
310,BTR,DFW,n:an,n:an,2023-02-25
311,BTR,IAH,9:09,10:28,2023-02-25
312,BTR,IAH,6:49,8:12,2023-02-25
313,BTR,ATL,8:35,11:00,2023-02-25
314,BTR,IAH,16:22,17:42,2023-02-25
315,BTR,IAH,6:55,8:13,2023-02-26
316,BTR,IAH,14:18,15:42,2023-02-26
317,BTR,ATL,7:25,9:46,2023-02-26
318,BTR,ATL,6:25,8:47,2023-02-26
319,BTR,DFW,6:38,8:13,2023-02-26
320,BTR,IAH,5:24,6:38,2023-02-26
321,BTR,DFW,10:46,12:17,2023-02-26
322,BTR,ATL,15:28,17:50,2023-02-26
323,BTR,ATL,5:35,7:47,2023-02-26
324,BTR,IAH,9:45,10:56,2023-02-26
325,BTR,DFW,18:19,19:43,2023-02-26
326,BTR,IAH,16:01,17:10,2023-02-26
327,BTR,IAH,19:30,20:40,2023-02-26
328,BTR,ATL,18:04,20:28,2023-02-26
329,BTR,IAH,11:55,13:04,2023-02-26
330,BTR,ATL,17:21,19:40,2023-02-27
331,BTR,IAH,20:13,21:26,2023-02-27
332,BTR,IAH,14:16,15:34,2023-02-27
333,BTR,IAH,5:21,6:41,2023-02-27
334,BTR,ATL,15:43,18:04,2023-02-27
335,BTR,IAH,9:24,10:49,2023-02-27
336,BTR,ATL,7:29,9:46,2023-02-27
337,BTR,IAH,17:01,18:19,2023-02-27
338,BTR,ATL,8:42,11:03,2023-02-27
339,BTR,IAH,6:56,8:30,2023-02-27
340,BTR,IAH,11:43,13:04,2023-02-27
341,BTR,DFW,n:an,n:an,2023-02-27
342,BTR,IAH,15:54,17:10,2023-02-27
343,BTR,ATL,10:03,12:24,2023-02-27
344,BTR,ATL,6:51,9:21,2023-02-27
345,CLE,EWR,n:an,n:an,2023-02-1
346,CLE,DCA,n:an,n:an,2023-02-1
347,CLE,LGA,n:an,n:an,2023-02-1
348,CLE,ORD,n:an,n:an,2023-02-1
349,CLE,LGA,12:44,14:22,2023-02-1
350,CLE,LGA,17:52,19:57,2023-02-1
351,CLE,ATL,9:45,11:51,2023-02-1
352,CLE,IAD,20:14,22:00,2023-02-1
353,CLE,ORD,n:an,n:an,2023-02-1
354,CLE,DFW,15:50,18:20,2023-02-1
355,CLE,MSP,9:15,10:26,2023-02-1
356,CLE,DTW,10:25,11:24,2023-02-1
357,CLE,IAD,5:57,7:18,2023-02-1
358,CLE,IAH,11:15,13:43,2023-02-1
359,CLE,IAD,n:an,n:an,2023-02-1
360,CLE,STL,16:48,17:50,2023-02-2
361,CLE,DFW,6:49,10:17,2023-02-2
362,CLE,IAD,6:14,8:01,2023-02-2
363,CLE,IAD,10:07,11:46,2023-02-2
364,CLE,LGA,n:an,n:an,2023-02-2
365,CLE,LGA,n:an,n:an,2023-02-2
366,CLE,DCA,12:43,14:16,2023-02-2
367,CLE,BOS,n:an,n:an,2023-02-2
368,CLE,LGA,n:an,n:an,2023-02-2
369,CLE,LGA,9:05,n:an,2023-02-2
370,CLE,IAD,21:24,22:40,2023-02-2
371,CLE,DCA,21:00,22:18,2023-02-2
372,CLE,ORD,n:an,n:an,2023-02-2
373,CLE,ORD,n:an,n:an,2023-02-2
374,CLE,STL,11:25,12:17,2023-02-2
375,CLE,EWR,18:52,20:35,2023-02-3
376,CLE,DCA,12:39,13:49,2023-02-3
377,CLE,LGA,15:31,17:01,2023-02-3
378,CLE,LGA,16:37,18:52,2023-02-3
379,CLE,STL,6:54,7:50,2023-02-3
380,CLE,DCA,8:29,9:54,2023-02-3
381,CLE,LGA,7:06,8:37,2023-02-3
382,CLE,DFW,16:16,18:25,2023-02-3
383,CLE,MSP,9:34,10:28,2023-02-3
384,CLE,LGA,17:56,20:05,2023-02-3
385,CLE,LGA,19:21,21:07,2023-02-3
386,CLE,BOS,11:25,13:00,2023-02-3
387,CLE,LGA,8:31,10:08,2023-02-3
388,CLE,ORD,11:49,12:26,2023-02-3
389,CLE,LGA,11:39,13:15,2023-02-3
390,CLE,EWR,20:19,22:05,2023-02-4
391,CLE,STL,19:26,20:27,2023-02-4
392,CLE,BOS,7:27,9:05,2023-02-4
393,CLE,LGA,15:35,17:41,2023-02-4
394,CLE,LGA,8:37,10:11,2023-02-4
395,CLE,BOS,16:24,18:16,2023-02-4
396,CLE,LGA,22:05,23:50,2023-02-4
397,CLE,DCA,15:28,16:39,2023-02-4
398,CLE,DFW,16:14,18:50,2023-02-4
399,CLE,DCA,8:36,9:53,2023-02-4
400,CLE,LGA,7:28,9:22,2023-02-4
401,CLE,STL,6:57,7:42,2023-02-4
402,CLE,MKE,14:42,15:14,2023-02-4
403,CLE,MKE,6:18,7:07,2023-02-4
404,CLE,DCA,21:44,22:57,2023-02-4
405,CLE,ORD,11:42,12:08,2023-02-5
406,CLE,MKE,18:31,18:54,2023-02-5
407,CLE,BOS,13:14,14:56,2023-02-5
408,CLE,ORD,5:02,5:49,2023-02-5
409,CLE,IAD,10:04,11:23,2023-02-5
410,CLE,DCA,17:47,19:04,2023-02-5
411,CLE,BOS,19:37,21:37,2023-02-5
412,CLE,IAD,19:42,20:51,2023-02-5
413,CLE,LGA,20:39,22:18,2023-02-5
414,CLE,LGA,19:12,20:36,2023-02-5
415,CLE,LGA,12:25,14:18,2023-02-5
416,CLE,EWR,19:02,20:38,2023-02-5
417,CLE,ORD,8:42,9:13,2023-02-5
418,CLE,LGA,12:13,14:12,2023-02-5
419,CLE,LGA,19:49,21:43,2023-02-5
420,CLE,MKE,6:05,6:23,2023-02-6
421,CLE,LGA,17:55,19:39,2023-02-6
422,CLE,DCA,15:26,16:40,2023-02-6
423,CLE,DFW,16:13,18:12,2023-02-6
424,CLE,LGA,10:54,12:20,2023-02-6
425,CLE,MSP,7:07,8:34,2023-02-6
426,CLE,LGA,20:39,22:26,2023-02-6
427,CLE,LGA,11:34,13:01,2023-02-6
428,CLE,DCA,12:54,13:57,2023-02-6
429,CLE,BOS,7:38,9:28,2023-02-6
430,CLE,IAD,10:06,11:16,2023-02-6
431,CLE,ORD,9:31,10:07,2023-02-6
432,CLE,DFW,6:44,8:41,2023-02-6
433,CLE,ORD,11:38,12:14,2023-02-6
434,CLE,LGA,8:21,9:53,2023-02-6
435,CLE,IAD,14:40,15:40,2023-02-7
436,CLE,MSP,12:53,13:45,2023-02-7
437,CLE,DCA,12:31,13:34,2023-02-7
438,CLE,EWR,17:59,19:18,2023-02-7
439,CLE,ORD,11:56,12:16,2023-02-7
440,CLE,BOS,7:20,8:53,2023-02-7
441,CLE,EWR,5:50,7:16,2023-02-7
442,CLE,DTW,6:34,7:21,2023-02-7
443,CLE,MSP,7:08,8:12,2023-02-7
444,CLE,ORD,19:24,19:44,2023-02-7
445,CLE,IAH,8:14,10:07,2023-02-7
446,CLE,IAD,19:40,20:45,2023-02-7
447,CLE,DEN,15:52,17:13,2023-02-7
448,CLE,IAD,5:57,7:00,2023-02-7
449,CLE,IAH,14:47,16:32,2023-02-7
450,CLE,STL,16:31,17:23,2023-02-8
451,CLE,DFW,15:54,17:43,2023-02-8
452,CLE,IAD,19:52,21:03,2023-02-8
453,CLE,IAD,10:04,11:13,2023-02-8
454,CLE,ORD,11:42,12:20,2023-02-8
455,CLE,BOS,n:an,n:an,2023-02-8
456,CLE,LGA,8:32,n:an,2023-02-8
457,CLE,LGA,11:05,12:28,2023-02-8
458,CLE,DCA,20:46,21:55,2023-02-8
459,CLE,ORD,18:48,19:25,2023-02-8
460,CLE,LGA,15:57,17:52,2023-02-8
461,CLE,MSP,9:14,10:01,2023-02-8
462,CLE,LGA,9:23,11:13,2023-02-8
463,CLE,MKE,18:44,19:00,2023-02-8
464,CLE,IAH,11:11,13:22,2023-02-8
465,CLE,LGA,7:36,9:50,2023-02-9
466,CLE,LGA,20:39,22:28,2023-02-9
467,CLE,LGA,n:an,n:an,2023-02-9
468,CLE,DCA,8:29,9:57,2023-02-9
469,CLE,EWR,18:48,20:21,2023-02-9
470,CLE,ORD,8:42,9:54,2023-02-9
471,CLE,STL,6:54,11:04,2023-02-9
472,CLE,LGA,n:an,n:an,2023-02-9
473,CLE,DCA,16:52,18:11,2023-02-9
474,CLE,IAD,20:01,21:18,2023-02-9
475,CLE,DCA,15:27,16:47,2023-02-9
476,CLE,BOS,n:an,n:an,2023-02-9
477,CLE,LGA,n:an,n:an,2023-02-9
478,CLE,BOS,n:an,n:an,2023-02-9
479,CLE,ORD,9:42,10:24,2023-02-9
480,CLE,BOS,7:25,9:20,2023-02-10
481,CLE,DCA,8:26,9:54,2023-02-10
482,CLE,ORD,12:52,13:19,2023-02-10
483,CLE,LGA,19:16,20:58,2023-02-10
484,CLE,IAD,20:43,22:06,2023-02-10
485,CLE,LGA,8:32,10:13,2023-02-10
486,CLE,MSP,7:06,8:31,2023-02-10
487,CLE,DCA,12:48,14:09,2023-02-10
488,CLE,LGA,7:26,9:08,2023-02-10
489,CLE,MKE,14:38,14:51,2023-02-10
490,CLE,ORD,8:40,9:24,2023-02-10
491,CLE,IAH,10:27,12:30,2023-02-10
492,CLE,LGA,15:26,17:26,2023-02-10
493,CLE,RDU,6:15,7:55,2023-02-10
494,CLE,DTW,8:00,8:53,2023-02-10
495,CLE,IAH,10:38,12:51,2023-02-11
496,CLE,MKE,18:28,18:57,2023-02-11
497,CLE,ORD,9:02,9:19,2023-02-11
498,CLE,BOS,7:22,9:25,2023-02-11
499,CLE,IAD,5:54,7:33,2023-02-11
500,CLE,LGA,15:51,17:21,2023-02-11
501,CLE,IAD,10:17,11:34,2023-02-11
502,CLE,MKE,6:15,6:45,2023-02-11
503,CLE,LGA,17:59,19:50,2023-02-11
504,CLE,LGA,11:27,13:18,2023-02-11
505,CLE,DFW,6:45,9:01,2023-02-11
506,CLE,DCA,12:33,13:51,2023-02-11
507,CLE,BOS,17:24,19:22,2023-02-11
508,CLE,LGA,7:21,8:56,2023-02-11
509,CLE,LGA,20:44,22:23,2023-02-11
510,CLE,LGA,20:45,22:34,2023-02-12
511,CLE,STL,6:56,7:58,2023-02-12
512,CLE,DCA,8:26,9:56,2023-02-12
513,CLE,IAD,20:24,21:39,2023-02-12
514,CLE,LGA,15:39,17:14,2023-02-12
515,CLE,LGA,10:52,12:28,2023-02-12
516,CLE,DCA,12:24,13:33,2023-02-12
517,CLE,DFW,6:41,9:13,2023-02-12
518,CLE,DCA,15:28,16:45,2023-02-12
519,CLE,BOS,16:32,18:54,2023-02-12
520,CLE,BOS,18:44,20:45,2023-02-12
521,CLE,LGA,7:17,9:44,2023-02-12
522,CLE,ORD,9:44,10:36,2023-02-12
523,CLE,LGA,20:11,21:58,2023-02-12
524,CLE,DCA,16:53,18:10,2023-02-12
525,CLE,LGA,20:23,21:54,2023-02-13
526,CLE,IAD,10:03,11:10,2023-02-13
527,CLE,IAH,5:43,7:47,2023-02-13
528,CLE,LGA,8:49,10:49,2023-02-13
529,CLE,MSP,7:39,8:47,2023-02-13
530,CLE,BOS,11:26,13:01,2023-02-13
531,CLE,IAD,14:47,16:04,2023-02-13
532,CLE,IAD,5:54,7:07,2023-02-13
533,CLE,DCA,8:21,9:37,2023-02-13
534,CLE,MKE,6:16,6:56,2023-02-13
535,CLE,ORD,7:34,8:06,2023-02-13
536,CLE,LGA,10:48,12:17,2023-02-13
537,CLE,IAD,20:38,22:02,2023-02-13
538,CLE,STL,6:54,7:40,2023-02-13
539,CLE,BOS,18:49,20:38,2023-02-13
540,CLE,DTW,13:46,16:09,2023-02-14
541,CLE,DEN,8:45,10:36,2023-02-14
542,CLE,IAD,5:52,7:19,2023-02-14
543,CLE,ORD,18:22,19:10,2023-02-14
544,CLE,IAD,20:36,22:33,2023-02-14
545,CLE,IAD,10:15,11:32,2023-02-14
546,CLE,LGA,n:an,n:an,2023-02-14
547,CLE,IAH,5:39,7:34,2023-02-14
548,CLE,DCA,14:26,15:52,2023-02-14
549,CLE,DTW,18:26,19:39,2023-02-14
550,CLE,ORD,8:27,9:13,2023-02-14
551,CLE,ORD,7:32,8:25,2023-02-14
552,CLE,LGA,9:31,11:14,2023-02-14
553,CLE,MSP,7:00,8:27,2023-02-14
554,CLE,ORD,17:11,18:10,2023-02-14
555,CLE,LGA,18:15,19:52,2023-02-15
556,CLE,IAD,16:09,17:26,2023-02-15
557,CLE,DCA,21:28,23:11,2023-02-15
